REGION,REGION_ABBR,YEAR,WEEK,EPIWEEK,% WEIGHTED ILI,% UNWEIGHTED ILI,ISSUE,RELEASE_DATE,NUM_PROVIDERS,NUM_PATIENTS,NUM_ILI,SOURCE
Wyoming,WY,2015,52,2015W52,0.897868,0.897868,201740,2017-10-24,23,3564,32,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2016,1,2016W01,0.591716,0.591716,201740,2017-10-24,5,845,5,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2016,1,2016W01,2.77095,2.77095,201740,2017-10-24,22,10574,293,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2016,1,2016W01,1.24318,1.24318,201740,2017-10-24,14,4585,57,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2016,1,2016W01,2.77037,2.77037,201740,2017-10-24,58,23246,644,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2016,1,2016W01,2.5018,2.5018,201740,2017-10-24,153,43049,1077,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2016,1,2016W01,1.148,1.148,201740,2017-10-24,6,3223,37,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2016,1,2016W01,2.65283,2.65283,201740,2017-10-24,20,3468,92,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2016,1,2016W01,9.30537,9.30537,201740,2017-10-24,2,2289,213,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2016,1,2016W01,0.266351,0.266351,201740,2017-10-24,13,3379,9,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2016,1,2016W01,1.56396,1.56396,201740,2017-10-24,33,37533,587,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2016,1,2016W01,1.22735,1.22735,201740,2017-10-24,15,1711,21,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2016,1,2016W01,0.824317,0.824317,201740,2017-10-24,8,1941,16,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2016,1,2016W01,1.48072,1.48072,201740,2017-10-24,10,2904,43,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2016,1,2016W01,2.44474,2.44474,201740,2017-10-24,80,48185,1178,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2016,1,2016W01,1.45969,1.45969,201740,2017-10-24,31,4453,65,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2016,1,2016W01,1.59266,1.59266,201740,2017-10-24,30,6216,99,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2016,1,2016W01,0.652522,0.652522,201740,2017-10-24,38,26819,175,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2016,1,2016W01,1.03824,1.03824,201740,2017-10-24,43,23405,243,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2016,1,2016W01,2.27929,2.27929,201740,2017-10-24,31,6581,150,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2016,1,2016W01,0.862745,0.862745,201740,2017-10-24,26,5100,44,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2016,1,2016W01,0.953501,0.953501,201740,2017-10-24,70,22968,219,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2016,1,2016W01,0.556836,0.556836,201740,2017-10-24,18,5208,29,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2016,1,2016W01,1.91673,1.91673,201740,2017-10-24,20,6365,122,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2016,1,2016W01,2.65897,2.65897,201740,2017-10-24,52,19406,516,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2016,1,2016W01,0.123495,0.123495,201740,2017-10-24,8,3239,4,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2016,1,2016W01,1.56604,1.56604,201740,2017-10-24,52,13665,214,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2016,1,2016W01,0.20141,0.20141,201740,2017-10-24,8,993,2,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2016,1,2016W01,0.529412,0.529412,201740,2017-10-24,16,3400,18,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2016,1,2016W01,0.368409,0.368409,201740,2017-10-24,21,4343,16,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2016,1,2016W01,1.54976,1.54976,201740,2017-10-24,15,3678,57,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2016,1,2016W01,1.60428,1.60428,201740,2017-10-24,25,11407,183,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2016,1,2016W01,1.18955,1.18955,201740,2017-10-24,28,14207,169,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2016,1,2016W01,2.294298824564712,2.294298824564712,201740,,165,111363,2555,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2016,1,2016W01,0.833012,0.833012,201740,2017-10-24,68,18127,151,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2016,1,2016W01,2.32655,2.32655,201740,2017-10-24,22,4814,112,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2016,1,2016W01,1.2949,1.2949,201740,2017-10-24,19,4788,62,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2016,1,2016W01,2.43179,2.43179,201740,2017-10-24,54,12131,295,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2016,1,2016W01,0.352113,0.352113,201740,2017-10-24,17,3976,14,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2016,1,2016W01,0.683018,0.683018,201740,2017-10-24,11,3221,22,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2016,1,2016W01,1.50217,1.50217,201740,2017-10-24,33,8987,135,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2016,1,2016W01,1.23172,1.23172,201740,2017-10-24,54,9093,112,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2016,1,2016W01,4.68602,4.68602,201740,2017-10-24,120,27358,1282,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2016,1,2016W01,1.57693,1.57693,201740,2017-10-24,42,20356,321,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2016,1,2016W01,2.32881,2.32881,201740,2017-10-24,131,93052,2167,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2016,1,2016W01,1.50082,1.50082,201740,2017-10-24,11,3065,46,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2016,1,2016W01,0.554201,0.554201,201740,2017-10-24,45,4511,25,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2016,1,2016W01,1.74376,1.74376,201740,2017-10-24,23,5448,95,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2016,1,2016W01,1.24065,1.24065,201740,2017-10-24,50,17652,219,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2016,1,2016W01,0.805195,0.805195,201740,2017-10-24,21,3850,31,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2016,2,2016W02,0.332963,0.332963,201740,2017-10-24,6,901,3,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2016,2,2016W02,2.79062,2.79062,201740,2017-10-24,27,12542,350,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2016,2,2016W02,1.63324,1.63324,201740,2017-10-24,13,4837,79,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2016,2,2016W02,2.78806,2.78806,201740,2017-10-24,59,24318,678,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2016,2,2016W02,2.47039,2.47039,201740,2017-10-24,143,42220,1043,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2016,2,2016W02,0.941567,0.941567,201740,2017-10-24,6,3611,34,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2016,2,2016W02,2.82404,2.82404,201740,2017-10-24,20,4143,117,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2016,2,2016W02,6.23525,6.23525,201740,2017-10-24,2,2967,185,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2016,2,2016W02,0.214988,0.214988,201740,2017-10-24,13,3256,7,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2016,2,2016W02,1.53293,1.53293,201740,2017-10-24,34,35031,537,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2016,2,2016W02,1.75439,1.75439,201740,2017-10-24,16,1824,32,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2016,2,2016W02,0.587438,0.587438,201740,2017-10-24,8,2213,13,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2016,2,2016W02,1.28824,1.28824,201740,2017-10-24,8,2484,32,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2016,2,2016W02,2.79141,2.79141,201740,2017-10-24,80,43598,1217,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2016,2,2016W02,0.945587,0.945587,201740,2017-10-24,30,6028,57,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2016,2,2016W02,1.20081,1.20081,201740,2017-10-24,33,6912,83,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2016,2,2016W02,0.639714,0.639714,201740,2017-10-24,40,26887,172,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2016,2,2016W02,1.09204,1.09204,201740,2017-10-24,42,22893,250,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2016,2,2016W02,3.07626,3.07626,201740,2017-10-24,29,6924,213,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2016,2,2016W02,0.872151,0.872151,201740,2017-10-24,27,5045,44,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2016,2,2016W02,0.687134,0.687134,201740,2017-10-24,71,22703,156,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2016,2,2016W02,0.58096,0.58096,201740,2017-10-24,18,5336,31,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2016,2,2016W02,1.59607,1.59607,201740,2017-10-24,20,6516,104,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2016,2,2016W02,2.4243,2.4243,201740,2017-10-24,51,19387,470,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2016,2,2016W02,0.0592944,0.0592944,201740,2017-10-24,8,3373,2,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2016,2,2016W02,1.72929,1.72929,201740,2017-10-24,52,14052,243,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2016,2,2016W02,0.906736,0.906736,201740,2017-10-24,7,772,7,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2016,2,2016W02,0.527395,0.527395,201740,2017-10-24,17,3413,18,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2016,2,2016W02,0.480077,0.480077,201740,2017-10-24,20,4166,20,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2016,2,2016W02,1.343,1.343,201740,2017-10-24,16,3723,50,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2016,2,2016W02,1.85863,1.85863,201740,2017-10-24,24,10922,203,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2016,2,2016W02,0.909577,0.909577,201740,2017-10-24,26,13083,119,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2016,2,2016W02,2.255357957136343,2.255357957136343,201740,,169,109650,2473,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2016,2,2016W02,0.893183,0.893183,201740,2017-10-24,62,16458,147,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2016,2,2016W02,2.78759,2.78759,201740,2017-10-24,26,5381,150,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2016,2,2016W02,1.6622,1.6622,201740,2017-10-24,20,5595,93,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2016,2,2016W02,2.15585,2.15585,201740,2017-10-24,56,13359,288,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2016,2,2016W02,0.468933,0.468933,201740,2017-10-24,17,4265,20,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2016,2,2016W02,0.720721,0.720721,201740,2017-10-24,12,3885,28,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2016,2,2016W02,1.5884,1.5884,201740,2017-10-24,34,8688,138,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2016,2,2016W02,1.81601,1.81601,201740,2017-10-24,52,8370,152,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2016,2,2016W02,4.16846,4.16846,201740,2017-10-24,121,27924,1164,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2016,2,2016W02,2.10701,2.10701,201740,2017-10-24,42,20503,432,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2016,2,2016W02,2.22837,2.22837,201740,2017-10-24,128,87777,1956,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2016,2,2016W02,1.35501,1.35501,201740,2017-10-24,11,2952,40,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2016,2,2016W02,0.797147,0.797147,201740,2017-10-24,45,4767,38,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2016,2,2016W02,1.47809,1.47809,201740,2017-10-24,24,5683,84,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2016,2,2016W02,1.21729,1.21729,201740,2017-10-24,51,17005,207,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2016,2,2016W02,0.700389,0.700389,201740,2017-10-24,21,3855,27,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2016,3,2016W03,0.4329,0.4329,201740,2017-10-24,6,924,4,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2016,3,2016W03,3.24173,3.24173,201740,2017-10-24,28,12154,394,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2016,3,2016W03,1.72027,1.72027,201740,2017-10-24,13,4011,69,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2016,3,2016W03,3.02494,3.02494,201740,2017-10-24,58,22017,666,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2016,3,2016W03,2.68971,2.68971,201740,2017-10-24,138,40785,1097,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2016,3,2016W03,1.00711,1.00711,201740,2017-10-24,7,3376,34,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2016,3,2016W03,2.8912,2.8912,201740,2017-10-24,16,3943,114,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2016,3,2016W03,4.66491,4.66491,201740,2017-10-24,2,1522,71,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2016,3,2016W03,0.0820008,0.0820008,201740,2017-10-24,13,2439,2,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2016,3,2016W03,1.71299,1.71299,201740,2017-10-24,32,36486,625,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2016,3,2016W03,2.45362,2.45362,201740,2017-10-24,14,1671,41,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2016,3,2016W03,0.288323,0.288323,201740,2017-10-24,9,2081,6,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2016,3,2016W03,1.2318,1.2318,201740,2017-10-24,10,2679,33,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2016,3,2016W03,2.56198,2.56198,201740,2017-10-24,81,48322,1238,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2016,3,2016W03,1.44479,1.44479,201740,2017-10-24,30,5814,84,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2016,3,2016W03,1.20733,1.20733,201740,2017-10-24,32,6709,81,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2016,3,2016W03,0.434208,0.434208,201740,2017-10-24,37,21188,92,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2016,3,2016W03,1.25813,1.25813,201740,2017-10-24,45,21381,269,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2016,3,2016W03,2.80927,2.80927,201740,2017-10-24,31,5909,166,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2016,3,2016W03,0.951315,0.951315,201740,2017-10-24,28,5361,51,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2016,3,2016W03,0.898847,0.898847,201740,2017-10-24,68,23252,209,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2016,3,2016W03,0.676788,0.676788,201740,2017-10-24,18,5467,37,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2016,3,2016W03,1.82839,1.82839,201740,2017-10-24,21,6946,127,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2016,3,2016W03,2.8172,2.8172,201740,2017-10-24,50,19026,536,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2016,3,2016W03,0.129534,0.129534,201740,2017-10-24,10,3088,4,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2016,3,2016W03,1.85998,1.85998,201740,2017-10-24,51,9570,178,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2016,3,2016W03,0.231214,0.231214,201740,2017-10-24,7,865,2,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2016,3,2016W03,0.328554,0.328554,201740,2017-10-24,17,3348,11,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2016,3,2016W03,0.408163,0.408163,201740,2017-10-24,22,4410,18,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2016,3,2016W03,1.58053,1.58053,201740,2017-10-24,16,3986,63,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2016,3,2016W03,2.35777,2.35777,201740,2017-10-24,24,10476,247,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2016,3,2016W03,1.23082,1.23082,201740,2017-10-24,26,12512,154,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2016,3,2016W03,2.2316931421929485,2.2316931421929485,201740,,173,103240,2304,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2016,3,2016W03,0.734548,0.734548,201740,2017-10-24,71,16745,123,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2016,3,2016W03,3.67476,3.67476,201740,2017-10-24,26,6014,221,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2016,3,2016W03,2.13383,2.13383,201740,2017-10-24,13,3796,81,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2016,3,2016W03,2.27801,2.27801,201740,2017-10-24,55,12906,294,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2016,3,2016W03,0.554855,0.554855,201740,2017-10-24,17,3965,22,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2016,3,2016W03,0.791053,0.791053,201740,2017-10-24,12,3666,29,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2016,3,2016W03,1.84008,1.84008,201740,2017-10-24,34,8967,165,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2016,3,2016W03,1.87742,1.87742,201740,2017-10-24,53,6445,121,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2016,3,2016W03,4.36048,4.36048,201740,2017-10-24,123,30226,1318,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2016,3,2016W03,2.14924,2.14924,201740,2017-10-24,43,19123,411,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2016,3,2016W03,2.18843,2.18843,201740,2017-10-24,129,75305,1648,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2016,3,2016W03,1.52561,1.52561,201740,2017-10-24,11,2753,42,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2016,3,2016W03,1.0872,1.0872,201740,2017-10-24,45,4507,49,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2016,3,2016W03,1.98363,1.98363,201740,2017-10-24,24,6352,126,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2016,3,2016W03,1.32488,1.32488,201740,2017-10-24,50,12454,165,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2016,3,2016W03,0.806452,0.806452,201740,2017-10-24,20,3596,29,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2016,4,2016W04,0.718686,0.718686,201740,2017-10-24,6,974,7,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2016,4,2016W04,3.15247,3.15247,201740,2017-10-24,27,13196,416,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2016,4,2016W04,2.21743,2.21743,201740,2017-10-24,13,5096,113,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2016,4,2016W04,3.40586,3.40586,201740,2017-10-24,51,22843,778,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2016,4,2016W04,2.83328,2.83328,201740,2017-10-24,148,47542,1347,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2016,4,2016W04,0.835921,0.835921,201740,2017-10-24,7,4187,35,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2016,4,2016W04,3.29925,3.29925,201740,2017-10-24,19,5183,171,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2016,4,2016W04,5.86047,5.86047,201740,2017-10-24,2,2150,126,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2016,4,2016W04,0.10101,0.10101,201740,2017-10-24,13,2970,3,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2016,4,2016W04,1.83451,1.83451,201740,2017-10-24,31,33960,623,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2016,4,2016W04,3.19211,3.19211,201740,2017-10-24,15,1723,55,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2016,4,2016W04,0.549218,0.549218,201740,2017-10-24,9,2367,13,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2016,4,2016W04,1.71334,1.71334,201740,2017-10-24,10,3035,52,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2016,4,2016W04,2.75204,2.75204,201740,2017-10-24,81,50944,1402,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2016,4,2016W04,1.56227,1.56227,201740,2017-10-24,30,6657,104,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2016,4,2016W04,1.45168,1.45168,201740,2017-10-24,33,7233,105,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2016,4,2016W04,0.514626,0.514626,201740,2017-10-24,39,25844,133,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2016,4,2016W04,1.43077,1.43077,201740,2017-10-24,45,24672,353,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2016,4,2016W04,2.33088,2.33088,201740,2017-10-24,35,7465,174,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2016,4,2016W04,0.886557,0.886557,201740,2017-10-24,28,5527,49,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2016,4,2016W04,0.842919,0.842919,201740,2017-10-24,68,22778,192,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2016,4,2016W04,0.762547,0.762547,201740,2017-10-24,17,5639,43,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2016,4,2016W04,1.60151,1.60151,201740,2017-10-24,22,8492,136,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2016,4,2016W04,3.15879,3.15879,201740,2017-10-24,52,21084,666,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2016,4,2016W04,0.246548,0.246548,201740,2017-10-24,10,4056,10,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2016,4,2016W04,1.52851,1.52851,201740,2017-10-24,51,14066,215,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2016,4,2016W04,0.343249,0.343249,201740,2017-10-24,7,874,3,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2016,4,2016W04,0.406858,0.406858,201740,2017-10-24,17,3441,14,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2016,4,2016W04,0.45045,0.45045,201740,2017-10-24,22,5106,23,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2016,4,2016W04,1.85906,1.85906,201740,2017-10-24,17,4626,86,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2016,4,2016W04,2.39875,2.39875,201740,2017-10-24,25,12840,308,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2016,4,2016W04,1.19691,1.19691,201740,2017-10-24,27,15540,186,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2016,4,2016W04,2.3578777344710136,2.3578777344710136,201740,,173,113916,2686,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2016,4,2016W04,0.841751,0.841751,201740,2017-10-24,70,18414,155,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2016,4,2016W04,3.51783,3.51783,201740,2017-10-24,25,6197,218,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2016,4,2016W04,2.12389,2.12389,201740,2017-10-24,14,4520,96,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2016,4,2016W04,2.4708,2.4708,201740,2017-10-24,57,15582,385,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2016,4,2016W04,0.631735,0.631735,201740,2017-10-24,17,5382,34,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2016,4,2016W04,0.654387,0.654387,201740,2017-10-24,12,4126,27,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2016,4,2016W04,1.59929,1.59929,201740,2017-10-24,34,9004,144,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2016,4,2016W04,1.3291,1.3291,201740,2017-10-24,53,10082,134,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2016,4,2016W04,4.96129,4.96129,201740,2017-10-24,122,31262,1551,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2016,4,2016W04,2.69415,2.69415,201740,2017-10-24,41,20229,545,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2016,4,2016W04,1.93452,1.93452,201740,2017-10-24,131,86688,1677,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2016,4,2016W04,1.80208,1.80208,201740,2017-10-24,11,3274,59,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2016,4,2016W04,1.01818,1.01818,201740,2017-10-24,46,5500,56,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2016,4,2016W04,1.34354,1.34354,201740,2017-10-24,25,6401,86,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2016,4,2016W04,1.47666,1.47666,201740,2017-10-24,52,15508,229,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2016,4,2016W04,0.703675,0.703675,201740,2017-10-24,19,3837,27,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2016,5,2016W05,0.601323,0.601323,201740,2017-10-24,7,1663,10,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2016,5,2016W05,3.24061,3.24061,201740,2017-10-24,24,10245,332,Delphi Epidata fluview (sourced from CDC FluView)
