REGION,REGION_ABBR,YEAR,WEEK,EPIWEEK,% WEIGHTED ILI,% UNWEIGHTED ILI,ISSUE,RELEASE_DATE,NUM_PROVIDERS,NUM_PATIENTS,NUM_ILI,SOURCE
Colorado,CO,2021,39,2021W39,1.99639,1.99639,202239,2022-10-07,82,42627,851,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2021,39,2021W39,1.49947,1.49947,202239,2022-10-07,70,47550,713,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2021,39,2021W39,5.67974,5.67974,202239,2022-10-07,1,2729,155,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2021,39,2021W39,1.2616,1.2616,202239,2022-10-07,14,8085,102,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2021,39,2021W39,2.3478,2.3478,202239,2022-10-07,101,69597,1634,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2021,39,2021W39,0.782779,0.782779,202239,2022-10-07,11,2044,16,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2021,39,2021W39,1.17955,1.17955,202239,2022-10-07,15,6104,72,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2021,39,2021W39,1.82841,1.82841,202239,2022-10-07,34,9954,182,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2021,39,2021W39,1.27059,1.27059,202239,2022-10-07,175,73745,937,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2021,39,2021W39,1.3661,1.3661,202239,2022-10-07,96,53876,736,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2021,39,2021W39,1.38116,1.38116,202239,2022-10-07,15,9702,134,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2021,39,2021W39,1.7176,1.7176,202239,2022-10-07,72,34292,589,Delphi Epidata fluview (sourced from CDC FluView)
Louisiana,LA,2021,39,2021W39,0.891454,0.891454,202239,2022-10-07,92,38813,346,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2021,39,2021W39,1.36196,1.36196,202239,2022-10-07,83,74231,1011,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2021,39,2021W39,2.1285,2.1285,202239,2022-10-07,53,40639,865,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2021,39,2021W39,1.15738,1.15738,202239,2022-10-07,47,14602,169,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2021,39,2021W39,0.852985,0.852985,202239,2022-10-07,18,7972,68,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2021,39,2021W39,1.21867,1.21867,202239,2022-10-07,60,31838,388,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2021,39,2021W39,1.88679,1.88679,202239,2022-10-07,49,29309,553,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2021,39,2021W39,2.19598,2.19598,202239,2022-10-07,8,4827,106,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2021,39,2021W39,1.89991,1.89991,202239,2022-10-07,31,8053,153,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2021,39,2021W39,1.43506,1.43506,202239,2022-10-07,131,91982,1320,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2021,39,2021W39,2.14246,2.14246,202239,2022-10-07,9,3594,77,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2021,39,2021W39,2.28161,2.28161,202239,2022-10-07,71,9467,216,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2021,39,2021W39,0.0,0.0,202239,2022-10-07,8,1484,0,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2021,39,2021W39,3.55039,3.55039,202239,2022-10-07,33,30391,1079,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2021,39,2021W39,2.50359,2.50359,202239,2022-10-07,38,21609,541,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2021,39,2021W39,2.02759,2.02759,202239,2022-10-07,21,8335,169,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2021,39,2021W39,2.3695570570570568,2.3695570570570568,202239,,146,127872,3030,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2021,39,2021W39,1.6135,1.6135,202239,2022-10-07,24,10722,173,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2021,39,2021W39,0.883869,0.883869,202239,2022-10-07,12,4073,36,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2021,39,2021W39,0.955545,0.955545,202239,2022-10-07,89,38826,371,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2021,39,2021W39,1.59999,1.59999,202239,2022-10-07,100,73063,1169,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2021,39,2021W39,0.343335,0.343335,202239,2022-10-07,26,13398,46,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2021,39,2021W39,1.0447,1.0447,202239,2022-10-07,23,16464,172,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2021,39,2021W39,1.26715,1.26715,202239,2022-10-07,30,9549,121,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2021,39,2021W39,1.56268,1.56268,202239,2022-10-07,106,35068,548,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2021,39,2021W39,2.21705,2.21705,202239,2022-10-07,60,50653,1123,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2021,39,2021W39,2.1684,2.1684,202239,2022-10-07,47,20107,436,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2021,39,2021W39,0.0,0.0,202239,2022-10-07,0,0,0,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2021,39,2021W39,0.879567,0.879567,202239,2022-10-07,13,4434,39,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2021,39,2021W39,1.50769,1.50769,202239,2022-10-07,70,36347,548,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2021,39,2021W39,1.44815,1.44815,202239,2022-10-07,34,23271,337,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2021,39,2021W39,0.390078,0.390078,202239,2022-10-07,25,9998,39,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2021,39,2021W39,1.70762,1.70762,202239,2022-10-07,8,2401,41,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2021,40,2021W40,1.30255,1.30255,202339,2023-10-06,12,3378,44,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2021,40,2021W40,1.62021,1.62021,202339,2023-10-06,107,47216,765,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2021,40,2021W40,1.67041,1.67041,202339,2023-10-06,54,15565,260,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2021,40,2021W40,1.76149,1.76149,202339,2023-10-06,30,11354,200,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2021,40,2021W40,1.59558,1.59558,202339,2023-10-06,163,124469,1986,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2021,40,2021W40,2.2612,2.2612,202339,2023-10-06,82,44755,1012,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2021,40,2021W40,1.59334,1.59334,202339,2023-10-06,72,48640,775,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2021,40,2021W40,4.63744,4.63744,202339,2023-10-06,4,7116,330,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2021,40,2021W40,1.0249,1.0249,202339,2023-10-06,23,11806,121,Delphi Epidata fluview (sourced from CDC FluView)
Florida,FL,2021,40,2021W40,2.67425,2.67425,202339,2023-10-06,362,228326,6106,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2021,40,2021W40,2.41484,2.41484,202339,2023-10-06,103,70481,1702,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2021,40,2021W40,0.7695,0.7695,202339,2023-10-06,19,2859,22,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2021,40,2021W40,1.49855,1.49855,202339,2023-10-06,16,6206,93,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2021,40,2021W40,1.73527,1.73527,202339,2023-10-06,34,9451,164,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2021,40,2021W40,0.979297,0.979297,202339,2023-10-06,191,83223,815,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2021,40,2021W40,1.44233,1.44233,202339,2023-10-06,106,54010,779,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2021,40,2021W40,1.49053,1.49053,202339,2023-10-06,34,17846,266,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2021,40,2021W40,1.6881,1.6881,202339,2023-10-06,80,37794,638,Delphi Epidata fluview (sourced from CDC FluView)
Louisiana,LA,2021,40,2021W40,1.1269,1.1269,202339,2023-10-06,92,40465,456,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2021,40,2021W40,1.26833,1.26833,202339,2023-10-06,91,75296,955,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2021,40,2021W40,2.22336,2.22336,202339,2023-10-06,61,42953,955,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2021,40,2021W40,1.22684,1.22684,202339,2023-10-06,53,15650,192,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2021,40,2021W40,1.65484,1.65484,202339,2023-10-06,150,85084,1408,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2021,40,2021W40,4.64811,4.64811,202339,2023-10-06,72,36617,1702,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2021,40,2021W40,1.66713,1.66713,202339,2023-10-06,49,28912,482,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2021,40,2021W40,2.42783,2.42783,202339,2023-10-06,33,12851,312,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2021,40,2021W40,1.39758,1.39758,202339,2023-10-06,30,7513,105,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2021,40,2021W40,1.38405,1.38405,202339,2023-10-06,147,93060,1288,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2021,40,2021W40,2.06273,2.06273,202339,2023-10-06,9,3539,73,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2021,40,2021W40,2.1225,2.1225,202339,2023-10-06,74,14841,315,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2021,40,2021W40,0.0,0.0,202339,2023-10-06,8,1196,0,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2021,40,2021W40,3.52746,3.52746,202339,2023-10-06,35,30135,1063,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2021,40,2021W40,2.63779,2.63779,202339,2023-10-06,39,21192,559,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2021,40,2021W40,2.15848,2.15848,202339,2023-10-06,23,10285,222,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2021,40,2021W40,2.24809257017371,2.24809257017371,202339,,152,142076,3194,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2021,40,2021W40,2.71572,2.71572,202339,2023-10-06,84,48790,1325,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2021,40,2021W40,1.0532,1.0532,202339,2023-10-06,21,9305,98,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2021,40,2021W40,1.35573,1.35573,202339,2023-10-06,88,37692,511,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2021,40,2021W40,1.59767,1.59767,202339,2023-10-06,102,75297,1203,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2021,40,2021W40,0.378328,0.378328,202339,2023-10-06,26,14009,53,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2021,40,2021W40,1.26172,1.26172,202339,2023-10-06,40,31782,401,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2021,40,2021W40,0.898204,0.898204,202339,2023-10-06,31,9352,84,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2021,40,2021W40,1.56992,1.56992,202339,2023-10-06,104,33250,522,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2021,40,2021W40,2.42552,2.42552,202339,2023-10-06,77,54174,1314,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2021,40,2021W40,1.91896,1.91896,202339,2023-10-06,47,20532,394,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2021,40,2021W40,2.59608,2.59608,202339,2023-10-06,164,109704,2848,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2021,40,2021W40,1.12666,1.12666,202339,2023-10-06,13,5503,62,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2021,40,2021W40,1.53258,1.53258,202339,2023-10-06,72,35561,545,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2021,40,2021W40,1.18857,1.18857,202339,2023-10-06,34,23053,274,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2021,40,2021W40,2.06102,2.06102,202339,2023-10-06,46,13537,279,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2021,40,2021W40,1.66911,1.66911,202339,2023-10-06,13,3415,57,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2021,41,2021W41,1.34621,1.34621,202339,2023-10-06,12,3417,46,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2021,41,2021W41,1.55095,1.55095,202339,2023-10-06,108,47906,743,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2021,41,2021W41,1.36207,1.36207,202339,2023-10-06,56,16005,218,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2021,41,2021W41,1.82393,1.82393,202339,2023-10-06,29,9814,179,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2021,41,2021W41,1.59992,1.59992,202339,2023-10-06,159,114256,1828,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2021,41,2021W41,2.3174,2.3174,202339,2023-10-06,82,44058,1021,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2021,41,2021W41,1.69796,1.69796,202339,2023-10-06,74,49000,832,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2021,41,2021W41,4.56906,4.56906,202339,2023-10-06,4,6741,308,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2021,41,2021W41,1.00167,1.00167,202339,2023-10-06,16,10782,108,Delphi Epidata fluview (sourced from CDC FluView)
Florida,FL,2021,41,2021W41,2.72171,2.72171,202339,2023-10-06,359,228643,6223,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2021,41,2021W41,2.55923,2.55923,202339,2023-10-06,106,71037,1818,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2021,41,2021W41,0.631164,0.631164,202339,2023-10-06,17,2535,16,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2021,41,2021W41,1.49365,1.49365,202339,2023-10-06,17,6695,100,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2021,41,2021W41,1.77497,1.77497,202339,2023-10-06,34,9803,174,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2021,41,2021W41,1.00425,1.00425,202339,2023-10-06,187,79363,797,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2021,41,2021W41,1.37193,1.37193,202339,2023-10-06,106,52481,720,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2021,41,2021W41,1.28875,1.28875,202339,2023-10-06,27,14355,185,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2021,41,2021W41,1.60425,1.60425,202339,2023-10-06,85,38585,619,Delphi Epidata fluview (sourced from CDC FluView)
Louisiana,LA,2021,41,2021W41,0.984992,0.984992,202339,2023-10-06,92,40711,401,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2021,41,2021W41,1.21124,1.21124,202339,2023-10-06,92,75295,912,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2021,41,2021W41,1.98462,1.98462,202339,2023-10-06,63,41620,826,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2021,41,2021W41,1.32055,1.32055,202339,2023-10-06,53,15751,208,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2021,41,2021W41,1.46322,1.46322,202339,2023-10-06,154,84881,1242,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2021,41,2021W41,4.0137,4.0137,202339,2023-10-06,75,39714,1594,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2021,41,2021W41,1.73652,1.73652,202339,2023-10-06,49,28275,491,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2021,41,2021W41,2.46793,2.46793,202339,2023-10-06,30,11305,279,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2021,41,2021W41,1.67267,1.67267,202339,2023-10-06,30,6935,116,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2021,41,2021W41,1.28408,1.28408,202339,2023-10-06,145,93530,1201,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2021,41,2021W41,2.36834,2.36834,202339,2023-10-06,9,3209,76,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2021,41,2021W41,1.97332,1.97332,202339,2023-10-06,73,14544,287,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2021,41,2021W41,0.339559,0.339559,202339,2023-10-06,9,1767,6,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2021,41,2021W41,3.24383,3.24383,202339,2023-10-06,33,28639,929,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2021,41,2021W41,2.83335,2.83335,202339,2023-10-06,37,19694,558,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2021,41,2021W41,1.71037,1.71037,202339,2023-10-06,26,10641,182,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2021,41,2021W41,2.1743285161935284,2.1743285161935284,202339,,152,136042,2958,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2021,41,2021W41,2.68194,2.68194,202339,2023-10-06,86,48286,1295,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2021,41,2021W41,1.71585,1.71585,202339,2023-10-06,21,9150,157,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2021,41,2021W41,1.39916,1.39916,202339,2023-10-06,89,37451,524,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2021,41,2021W41,1.46971,1.46971,202339,2023-10-06,102,73688,1083,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2021,41,2021W41,0.42494,0.42494,202339,2023-10-06,27,13649,58,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2021,41,2021W41,1.19551,1.19551,202339,2023-10-06,40,31702,379,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2021,41,2021W41,0.832017,0.832017,202339,2023-10-06,31,9495,79,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2021,41,2021W41,1.44321,1.44321,202339,2023-10-06,107,32982,476,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2021,41,2021W41,2.20494,2.20494,202339,2023-10-06,72,52473,1157,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2021,41,2021W41,2.19521,2.19521,202339,2023-10-06,47,19087,419,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2021,41,2021W41,2.31852,2.31852,202339,2023-10-06,164,106749,2475,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2021,41,2021W41,0.946548,0.946548,202339,2023-10-06,14,5388,51,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2021,41,2021W41,1.55474,1.55474,202339,2023-10-06,72,34411,535,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2021,41,2021W41,1.05537,1.05537,202339,2023-10-06,33,21888,231,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2021,41,2021W41,1.52238,1.52238,202339,2023-10-06,43,11955,182,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2021,41,2021W41,3.10743,3.10743,202339,2023-10-06,14,3379,105,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2021,42,2021W42,1.15136,1.15136,202339,2023-10-06,12,3561,41,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2021,42,2021W42,1.62996,1.62996,202339,2023-10-06,109,47363,772,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2021,42,2021W42,1.42165,1.42165,202339,2023-10-06,54,15475,220,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2021,42,2021W42,1.63209,1.63209,202339,2023-10-06,30,11519,188,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2021,42,2021W42,1.70283,1.70283,202339,2023-10-06,161,118802,2023,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2021,42,2021W42,2.19001,2.19001,202339,2023-10-06,82,41872,917,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2021,42,2021W42,1.41355,1.41355,202339,2023-10-06,72,47823,676,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2021,42,2021W42,4.16427,4.16427,202339,2023-10-06,4,6940,289,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2021,42,2021W42,0.846208,0.846208,202339,2023-10-06,19,12881,109,Delphi Epidata fluview (sourced from CDC FluView)
Florida,FL,2021,42,2021W42,2.8136,2.8136,202339,2023-10-06,360,227289,6395,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2021,42,2021W42,2.26014,2.26014,202339,2023-10-06,105,70571,1595,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2021,42,2021W42,0.768919,0.768919,202339,2023-10-06,17,2471,19,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2021,42,2021W42,1.01071,1.01071,202339,2023-10-06,16,6629,67,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2021,42,2021W42,1.45523,1.45523,202339,2023-10-06,33,9002,131,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2021,42,2021W42,1.04003,1.04003,202339,2023-10-06,189,81055,843,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2021,42,2021W42,1.30851,1.30851,202339,2023-10-06,105,51127,669,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2021,42,2021W42,1.47227,1.47227,202339,2023-10-06,27,12226,180,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2021,42,2021W42,1.39339,1.39339,202339,2023-10-06,84,37606,524,Delphi Epidata fluview (sourced from CDC FluView)
Louisiana,LA,2021,42,2021W42,0.894295,0.894295,202339,2023-10-06,92,41597,372,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2021,42,2021W42,1.11751,1.11751,202339,2023-10-06,93,74809,836,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2021,42,2021W42,1.79331,1.79331,202339,2023-10-06,62,42324,759,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2021,42,2021W42,1.19209,1.19209,202339,2023-10-06,53,15519,185,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2021,42,2021W42,1.51329,1.51329,202339,2023-10-06,154,80685,1221,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2021,42,2021W42,3.75369,3.75369,202339,2023-10-06,75,37936,1424,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2021,42,2021W42,1.49167,1.49167,202339,2023-10-06,49,27419,409,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2021,42,2021W42,2.58256,2.58256,202339,2023-10-06,32,12778,330,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2021,42,2021W42,1.88889,1.88889,202339,2023-10-06,30,7200,136,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2021,42,2021W42,1.1447,1.1447,202339,2023-10-06,145,91552,1048,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2021,42,2021W42,2.54287,2.54287,202339,2023-10-06,9,3382,86,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2021,42,2021W42,2.13754,2.13754,202339,2023-10-06,73,14643,313,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2021,42,2021W42,0.37234,0.37234,202339,2023-10-06,9,1880,7,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2021,42,2021W42,2.89477,2.89477,202339,2023-10-06,35,29536,855,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2021,42,2021W42,2.94692,2.94692,202339,2023-10-06,40,21514,634,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2021,42,2021W42,1.94034,1.94034,202339,2023-10-06,25,11029,214,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2021,42,2021W42,2.0282916862411726,2.0282916862411726,202339,,153,134103,2720,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2021,42,2021W42,2.56432,2.56432,202339,2023-10-06,88,46679,1197,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2021,42,2021W42,1.27959,1.27959,202339,2023-10-06,23,9378,120,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2021,42,2021W42,1.36386,1.36386,202339,2023-10-06,89,38127,520,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2021,42,2021W42,1.62744,1.62744,202339,2023-10-06,46,27405,446,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2021,42,2021W42,0.336411,0.336411,202339,2023-10-06,27,13971,47,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2021,42,2021W42,1.16174,1.16174,202339,2023-10-06,40,31074,361,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2021,42,2021W42,0.865485,0.865485,202339,2023-10-06,31,9590,83,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2021,42,2021W42,1.40926,1.40926,202339,2023-10-06,107,32925,464,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2021,42,2021W42,2.21965,2.21965,202339,2023-10-06,77,51810,1150,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2021,42,2021W42,2.21968,2.21968,202339,2023-10-06,47,20138,447,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2021,42,2021W42,2.17909,2.17909,202339,2023-10-06,164,102933,2243,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2021,42,2021W42,0.930321,0.930321,202339,2023-10-06,13,5267,49,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2021,42,2021W42,1.53321,1.53321,202339,2023-10-06,72,34307,526,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2021,42,2021W42,1.1237,1.1237,202339,2023-10-06,34,21536,242,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2021,42,2021W42,1.45198,1.45198,202339,2023-10-06,42,12879,187,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2021,42,2021W42,3.18618,3.18618,202339,2023-10-06,12,2605,83,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2021,43,2021W43,1.24638,1.24638,202339,2023-10-06,12,3450,43,Delphi Epidata fluview (sourced from CDC FluView)
