date,region,region_name,cumulative_confirmed,daily_new_confirmed,daily_new_confirmed_ma7
2022-09-10,ga,Georgia,2883318.0,0.0,1812.7142333984375
2022-09-11,ga,Georgia,2883318.0,0.0,1812.7142333984375
2022-09-12,ga,Georgia,2883318.0,0.0,1812.7142333984375
2022-09-13,ga,Georgia,2883318.0,0.0,1812.7142333984375
2022-09-14,ga,Georgia,2893001.0,9683.0,1383.2857666015625
2022-09-15,ga,Georgia,2893001.0,0.0,1383.2857666015625
2022-09-16,ga,Georgia,2893001.0,0.0,1383.2857666015625
2022-09-17,ga,Georgia,2893001.0,0.0,1383.2857666015625
2022-09-18,ga,Georgia,2893001.0,0.0,1383.2857666015625
2022-09-19,ga,Georgia,2893001.0,0.0,1383.2857666015625
2022-09-20,ga,Georgia,2893001.0,0.0,1383.2857666015625
2022-09-21,ga,Georgia,2900354.0,7353.0,1050.4285888671875
2022-09-22,ga,Georgia,2900354.0,0.0,1050.4285888671875
2022-09-23,ga,Georgia,2900354.0,0.0,1050.4285888671875
2022-09-24,ga,Georgia,2900354.0,0.0,1050.4285888671875
2022-09-25,ga,Georgia,2900354.0,0.0,1050.4285888671875
2022-09-26,ga,Georgia,2900354.0,0.0,1050.4285888671875
2022-09-27,ga,Georgia,2900354.0,0.0,1050.4285888671875
2022-09-28,ga,Georgia,2905400.0,5046.0,720.8571166992188
2022-09-29,ga,Georgia,2905400.0,0.0,720.8571166992188
2022-09-30,ga,Georgia,2905400.0,0.0,720.8571166992188
2022-10-01,ga,Georgia,2905400.0,0.0,720.8571166992188
2022-10-02,ga,Georgia,2905400.0,0.0,720.8571166992188
2022-10-03,ga,Georgia,2905400.0,0.0,720.8571166992188
2022-10-04,ga,Georgia,2905400.0,0.0,720.8571166992188
2022-10-05,ga,Georgia,2909760.0,4360.0,622.8571166992188
2022-10-06,ga,Georgia,2909760.0,0.0,622.8571166992188
2022-10-07,ga,Georgia,2909760.0,0.0,622.8571166992188
2022-10-08,ga,Georgia,2909760.0,0.0,622.8571166992188
2022-10-09,ga,Georgia,2909760.0,0.0,622.8571166992188
2022-10-10,ga,Georgia,2909760.0,0.0,622.8571166992188
2022-10-11,ga,Georgia,2909760.0,0.0,622.8571166992188
2022-10-12,ga,Georgia,2913382.0,3622.0,517.4285888671875
2022-10-13,ga,Georgia,2913382.0,0.0,517.4285888671875
2022-10-14,ga,Georgia,2913382.0,0.0,517.4285888671875
2022-10-15,ga,Georgia,2913382.0,0.0,517.4285888671875
2022-10-16,ga,Georgia,2913382.0,0.0,517.4285888671875
2022-10-17,ga,Georgia,2913382.0,0.0,517.4285888671875
2022-10-18,ga,Georgia,2913382.0,0.0,517.4285888671875
2022-10-19,ga,Georgia,2917301.0,3919.0,559.8571166992188
2022-10-20,ga,Georgia,2917301.0,0.0,559.8571166992188
2022-10-21,ga,Georgia,2917301.0,0.0,559.8571166992188
2022-10-22,ga,Georgia,2917301.0,0.0,559.8571166992188
2022-10-23,ga,Georgia,2917301.0,0.0,559.8571166992188
2022-10-24,ga,Georgia,2917301.0,0.0,559.8571166992188
2022-10-25,ga,Georgia,2917301.0,0.0,559.8571166992188
2022-10-26,ga,Georgia,2920663.0,3362.0,480.28570556640625
2022-10-27,ga,Georgia,2920663.0,0.0,480.28570556640625
2022-10-28,ga,Georgia,2920663.0,0.0,480.28570556640625
2022-10-29,ga,Georgia,2920663.0,0.0,480.28570556640625
2022-10-30,ga,Georgia,2920663.0,0.0,480.28570556640625
2022-10-31,ga,Georgia,2920663.0,0.0,480.28570556640625
2022-11-01,ga,Georgia,2920663.0,0.0,480.28570556640625
2022-11-02,ga,Georgia,2924732.0,4069.0,581.2857055664062
2022-11-03,ga,Georgia,2924732.0,0.0,581.2857055664062
2022-11-04,ga,Georgia,2924732.0,0.0,581.2857055664062
2022-11-05,ga,Georgia,2924732.0,0.0,581.2857055664062
2022-11-06,ga,Georgia,2924732.0,0.0,581.2857055664062
2022-11-07,ga,Georgia,2924732.0,0.0,581.2857055664062
2022-11-08,ga,Georgia,2924732.0,0.0,581.2857055664062
2022-11-09,ga,Georgia,2929434.0,4702.0,671.7142944335938
2022-11-10,ga,Georgia,2929434.0,0.0,671.7142944335938
2022-11-11,ga,Georgia,2929434.0,0.0,671.7142944335938
2022-11-12,ga,Georgia,2929434.0,0.0,671.7142944335938
2022-11-13,ga,Georgia,2929434.0,0.0,671.7142944335938
2022-11-14,ga,Georgia,2929434.0,0.0,671.7142944335938
2022-11-15,ga,Georgia,2929434.0,0.0,671.7142944335938
2022-11-16,ga,Georgia,2933229.0,3795.0,542.1428833007812
2022-11-17,ga,Georgia,2933229.0,0.0,542.1428833007812
2022-11-18,ga,Georgia,2933229.0,0.0,542.1428833007812
2022-11-19,ga,Georgia,2933229.0,0.0,542.1428833007812
2022-11-20,ga,Georgia,2933229.0,0.0,542.1428833007812
2022-11-21,ga,Georgia,2933229.0,0.0,542.1428833007812
2022-11-22,ga,Georgia,2933229.0,0.0,542.1428833007812
2022-11-23,ga,Georgia,2937280.0,4051.0,578.7142944335938
2022-11-24,ga,Georgia,2937280.0,0.0,578.7142944335938
2022-11-25,ga,Georgia,2937280.0,0.0,578.7142944335938
2022-11-26,ga,Georgia,2937280.0,0.0,578.7142944335938
2022-11-27,ga,Georgia,2937280.0,0.0,578.7142944335938
2022-11-28,ga,Georgia,2937280.0,0.0,578.7142944335938
2022-11-29,ga,Georgia,2937280.0,0.0,578.7142944335938
2022-11-30,ga,Georgia,2943519.0,6239.0,891.2857055664062
2022-12-01,ga,Georgia,2943519.0,0.0,891.2857055664062
2022-12-02,ga,Georgia,2943519.0,0.0,891.2857055664062
2022-12-03,ga,Georgia,2943519.0,0.0,891.2857055664062
2022-12-04,ga,Georgia,2943519.0,0.0,891.2857055664062
2022-12-05,ga,Georgia,2943519.0,0.0,891.2857055664062
2022-12-06,ga,Georgia,2943519.0,0.0,891.2857055664062
2022-12-07,ga,Georgia,2943519.0,0.0,0.0
2022-12-08,ga,Georgia,2953341.0,9822.0,1403.142822265625
2022-12-09,ga,Georgia,2953341.0,0.0,1403.142822265625
2022-12-10,ga,Georgia,2953341.0,0.0,1403.142822265625
2022-12-11,ga,Georgia,2953341.0,0.0,1403.142822265625
2022-12-12,ga,Georgia,2953341.0,0.0,1403.142822265625
2022-12-13,ga,Georgia,2953341.0,0.0,1403.142822265625
2022-12-14,ga,Georgia,2963232.0,9891.0,2816.142822265625
2022-12-15,ga,Georgia,2963232.0,0.0,1413.0
2022-12-16,ga,Georgia,2963232.0,0.0,1413.0
2022-12-17,ga,Georgia,2963232.0,0.0,1413.0
2022-12-18,ga,Georgia,2963232.0,0.0,1413.0
2022-12-19,ga,Georgia,2963232.0,0.0,1413.0
2022-12-20,ga,Georgia,2963232.0,0.0,1413.0
2022-12-21,ga,Georgia,2974619.0,11387.0,1626.7142333984375
2022-12-22,ga,Georgia,2974619.0,0.0,1626.7142333984375
2022-12-23,ga,Georgia,2974619.0,0.0,1626.7142333984375
2022-12-24,ga,Georgia,2974619.0,0.0,1626.7142333984375
2022-12-25,ga,Georgia,2974619.0,0.0,1626.7142333984375
2022-12-26,ga,Georgia,2974619.0,0.0,1626.7142333984375
2022-12-27,ga,Georgia,2974619.0,0.0,1626.7142333984375
2022-12-28,ga,Georgia,2985193.0,10574.0,1510.5714111328125
2022-12-29,ga,Georgia,2985193.0,0.0,1510.5714111328125
2022-12-30,ga,Georgia,2985193.0,0.0,1510.5714111328125
2022-12-31,ga,Georgia,2985193.0,0.0,1510.5714111328125
2023-01-01,ga,Georgia,2985193.0,0.0,1510.5714111328125
2023-01-02,ga,Georgia,2985193.0,0.0,1510.5714111328125
2023-01-03,ga,Georgia,2985193.0,0.0,1510.5714111328125
2023-01-04,ga,Georgia,2998991.0,13798.0,1971.142822265625
2023-01-05,ga,Georgia,2998991.0,0.0,1971.142822265625
2023-01-06,ga,Georgia,2998991.0,0.0,1971.142822265625
2023-01-07,ga,Georgia,2998991.0,0.0,1971.142822265625
2023-01-08,ga,Georgia,2998991.0,0.0,1971.142822265625
2023-01-09,ga,Georgia,2998991.0,0.0,1971.142822265625
2023-01-10,ga,Georgia,2998991.0,0.0,1971.142822265625
2023-01-11,ga,Georgia,3011842.0,12851.0,1835.857177734375
2023-01-12,ga,Georgia,3011842.0,0.0,1835.857177734375
2023-01-13,ga,Georgia,3011842.0,0.0,1835.857177734375
2023-01-14,ga,Georgia,3011842.0,0.0,1835.857177734375
2023-01-15,ga,Georgia,3011842.0,0.0,1835.857177734375
2023-01-16,ga,Georgia,3011842.0,0.0,1835.857177734375
2023-01-17,ga,Georgia,3011842.0,0.0,1835.857177734375
2023-01-18,ga,Georgia,3020166.0,8324.0,1189.142822265625
2023-01-19,ga,Georgia,3020166.0,0.0,1189.142822265625
2023-01-20,ga,Georgia,3020166.0,0.0,1189.142822265625
2023-01-21,ga,Georgia,3020166.0,0.0,1189.142822265625
2023-01-22,ga,Georgia,3020166.0,0.0,1189.142822265625
2023-01-23,ga,Georgia,3020166.0,0.0,1189.142822265625
2023-01-24,ga,Georgia,3020166.0,0.0,1189.142822265625
2023-01-25,ga,Georgia,3027856.0,7690.0,1098.5714111328125
2023-01-26,ga,Georgia,3027856.0,0.0,1098.5714111328125
2023-01-27,ga,Georgia,3027856.0,0.0,1098.5714111328125
2023-01-28,ga,Georgia,3027856.0,0.0,1098.5714111328125
2023-01-29,ga,Georgia,3027856.0,0.0,1098.5714111328125
2023-01-30,ga,Georgia,3027856.0,0.0,1098.5714111328125
2023-01-31,ga,Georgia,3027856.0,0.0,1098.5714111328125
2023-02-01,ga,Georgia,3035874.0,8018.0,1145.4285888671875
2023-02-02,ga,Georgia,3035874.0,0.0,1145.4285888671875
2023-02-03,ga,Georgia,3035874.0,0.0,1145.4285888671875
2023-02-04,ga,Georgia,3035874.0,0.0,1145.4285888671875
2023-02-05,ga,Georgia,3035874.0,0.0,1145.4285888671875
2023-02-06,ga,Georgia,3035874.0,0.0,1145.4285888671875
2023-02-07,ga,Georgia,3035874.0,0.0,1145.4285888671875
2023-02-08,ga,Georgia,3042823.0,6949.0,992.7142944335938
2023-02-09,ga,Georgia,3042823.0,0.0,992.7142944335938
2023-02-10,ga,Georgia,3042823.0,0.0,992.7142944335938
2023-02-11,ga,Georgia,3042823.0,0.0,992.7142944335938
2023-02-12,ga,Georgia,3042823.0,0.0,992.7142944335938
2023-02-13,ga,Georgia,3042823.0,0.0,992.7142944335938
2023-02-14,ga,Georgia,3042823.0,0.0,992.7142944335938
2023-02-15,ga,Georgia,3049248.0,6425.0,917.8571166992188
2023-02-16,ga,Georgia,3049248.0,0.0,917.8571166992188
2023-02-17,ga,Georgia,3049248.0,0.0,917.8571166992188
2023-02-18,ga,Georgia,3049248.0,0.0,917.8571166992188
2023-02-19,ga,Georgia,3049248.0,0.0,917.8571166992188
2023-02-20,ga,Georgia,3049248.0,0.0,917.8571166992188
2023-02-21,ga,Georgia,3049248.0,0.0,917.8571166992188
2023-02-22,ga,Georgia,3061485.0,12237.0,1748.142822265625
2023-02-23,ga,Georgia,3061485.0,0.0,1748.142822265625
2023-02-24,ga,Georgia,3061485.0,0.0,1748.142822265625
2023-02-25,ga,Georgia,3061485.0,0.0,1748.142822265625
2023-02-26,ga,Georgia,3061485.0,0.0,1748.142822265625
2023-02-27,ga,Georgia,3061485.0,0.0,1748.142822265625
2023-02-28,ga,Georgia,3061485.0,0.0,1748.142822265625
2023-03-01,ga,Georgia,3065390.0,3905.0,557.8571166992188
2023-03-02,ga,Georgia,3065390.0,0.0,557.8571166992188
2023-03-03,ga,Georgia,3065390.0,0.0,557.8571166992188
2023-03-04,ga,Georgia,3065390.0,0.0,557.8571166992188
2023-03-05,ga,Georgia,3065390.0,0.0,557.8571166992188
2023-03-06,ga,Georgia,3065390.0,0.0,557.8571166992188
2023-03-07,ga,Georgia,3065390.0,0.0,557.8571166992188
2023-03-08,ga,Georgia,3068208.0,2818.0,402.5714416503906
2023-03-09,ga,Georgia,3068208.0,0.0,402.5714416503906
2020-03-01,hi,Hawaii,0.0,0.0,0.0
2020-03-02,hi,Hawaii,0.0,0.0,0.0
2020-03-03,hi,Hawaii,0.0,0.0,0.0
2020-03-04,hi,Hawaii,0.0,0.0,0.0
2020-03-05,hi,Hawaii,0.0,0.0,0.0
2020-03-06,hi,Hawaii,0.0,0.0,0.0
2020-03-07,hi,Hawaii,1.0,1.0,0.1428571492433548
2020-03-08,hi,Hawaii,1.0,0.0,0.1428571492433548
2020-03-09,hi,Hawaii,1.0,0.0,0.1428571492433548
2020-03-10,hi,Hawaii,3.0,2.0,0.4285714328289032
2020-03-11,hi,Hawaii,2.0,0.0,0.4285714328289032
2020-03-12,hi,Hawaii,2.0,0.0,0.4285714328289032
2020-03-13,hi,Hawaii,2.0,0.0,0.4285714328289032
2020-03-14,hi,Hawaii,4.0,2.0,0.5714285969734192
2020-03-15,hi,Hawaii,6.0,2.0,0.8571428656578064
2020-03-16,hi,Hawaii,8.0,2.0,1.1428571939468384
2020-03-17,hi,Hawaii,10.0,2.0,1.1428571939468384
2020-03-18,hi,Hawaii,15.0,5.0,1.8571428060531616
2020-03-19,hi,Hawaii,25.0,10.0,3.2857143878936768
2020-03-20,hi,Hawaii,36.0,11.0,4.857142925262451
2020-03-21,hi,Hawaii,36.0,0.0,4.5714287757873535
2020-03-22,hi,Hawaii,53.0,17.0,6.714285850524902
2020-03-23,hi,Hawaii,56.0,3.0,6.857142925262451
2020-03-24,hi,Hawaii,90.0,34.0,11.428571701049805
2020-03-25,hi,Hawaii,91.0,1.0,10.857142448425293
2020-03-26,hi,Hawaii,95.0,4.0,10.0
2020-03-27,hi,Hawaii,106.0,11.0,10.0
2020-03-28,hi,Hawaii,149.0,43.0,16.14285659790039
2020-03-29,hi,Hawaii,149.0,0.0,13.714285850524902
2020-03-30,hi,Hawaii,175.0,26.0,17.0
2020-03-31,hi,Hawaii,204.0,29.0,16.285715103149414
2020-04-01,hi,Hawaii,224.0,20.0,19.0
2020-04-02,hi,Hawaii,256.0,32.0,23.0
2020-04-03,hi,Hawaii,319.0,63.0,30.428571701049805
2020-04-04,hi,Hawaii,351.0,32.0,28.85714340209961
2020-04-05,hi,Hawaii,371.0,20.0,31.714284896850586
2020-04-06,hi,Hawaii,387.0,16.0,30.285715103149414
2020-04-07,hi,Hawaii,410.0,23.0,29.428571701049805
2020-04-08,hi,Hawaii,410.0,0.0,26.571428298950195
2020-04-09,hi,Hawaii,442.0,32.0,26.571428298950195
2020-04-10,hi,Hawaii,442.0,0.0,17.571428298950195
2020-04-11,hi,Hawaii,465.0,23.0,16.285715103149414
2020-04-12,hi,Hawaii,499.0,34.0,18.285715103149414
2020-04-13,hi,Hawaii,504.0,5.0,16.714284896850586
2020-04-14,hi,Hawaii,511.0,7.0,14.428571701049805
2020-04-15,hi,Hawaii,524.0,13.0,16.285715103149414
2020-04-16,hi,Hawaii,530.0,6.0,12.571428298950195
2020-04-17,hi,Hawaii,541.0,11.0,14.142857551574707
2020-04-18,hi,Hawaii,574.0,33.0,15.571428298950195
2020-04-19,hi,Hawaii,580.0,6.0,11.571428298950195
2020-04-20,hi,Hawaii,584.0,4.0,11.428571701049805
2020-04-21,hi,Hawaii,586.0,2.0,10.714285850524902
2020-04-22,hi,Hawaii,592.0,6.0,9.714285850524902
2020-04-23,hi,Hawaii,596.0,4.0,9.428571701049805
2020-04-24,hi,Hawaii,601.0,5.0,8.571428298950195
2020-04-25,hi,Hawaii,605.0,4.0,4.4285712242126465
2020-04-26,hi,Hawaii,606.0,1.0,3.7142856121063232
2020-04-27,hi,Hawaii,607.0,1.0,3.2857143878936768
2020-04-28,hi,Hawaii,609.0,2.0,3.2857143878936768
2020-04-29,hi,Hawaii,613.0,4.0,3.0
2020-04-30,hi,Hawaii,618.0,5.0,3.142857074737549
2020-05-01,hi,Hawaii,619.0,1.0,2.5714285373687744
2020-05-02,hi,Hawaii,620.0,1.0,2.142857074737549
2020-05-03,hi,Hawaii,620.0,0.0,2.0
2020-05-04,hi,Hawaii,621.0,1.0,2.0
2020-05-05,hi,Hawaii,625.0,4.0,2.2857143878936768
2020-05-06,hi,Hawaii,626.0,1.0,1.8571428060531616
2020-05-07,hi,Hawaii,629.0,3.0,1.5714285373687744
2020-05-08,hi,Hawaii,629.0,0.0,1.4285714626312256
2020-05-09,hi,Hawaii,631.0,2.0,1.5714285373687744
2020-05-10,hi,Hawaii,632.0,1.0,1.7142857313156128
2020-05-11,hi,Hawaii,634.0,2.0,1.8571428060531616
2020-05-12,hi,Hawaii,635.0,1.0,1.4285714626312256
2020-05-13,hi,Hawaii,638.0,3.0,1.7142857313156128
2020-05-14,hi,Hawaii,637.0,0.0,1.2857142686843872
2020-05-15,hi,Hawaii,638.0,1.0,1.4285714626312256
2020-05-16,hi,Hawaii,639.0,1.0,1.2857142686843872
2020-05-17,hi,Hawaii,640.0,1.0,1.2857142686843872
2020-05-18,hi,Hawaii,640.0,0.0,1.0
2020-05-19,hi,Hawaii,641.0,1.0,1.0
2020-05-20,hi,Hawaii,643.0,2.0,0.8571428656578064
2020-05-21,hi,Hawaii,647.0,4.0,1.4285714626312256
2020-05-22,hi,Hawaii,642.0,0.0,1.2857142686843872
2020-05-23,hi,Hawaii,643.0,1.0,1.2857142686843872
2020-05-24,hi,Hawaii,643.0,0.0,1.1428571939468384
2020-05-25,hi,Hawaii,643.0,0.0,1.1428571939468384
2020-05-26,hi,Hawaii,643.0,0.0,1.0
2020-05-27,hi,Hawaii,644.0,1.0,0.8571428656578064
2020-05-28,hi,Hawaii,647.0,3.0,0.7142857313156128
2020-05-29,hi,Hawaii,649.0,2.0,1.0
2020-05-30,hi,Hawaii,651.0,2.0,1.1428571939468384
2020-05-31,hi,Hawaii,652.0,1.0,1.2857142686843872
2020-06-01,hi,Hawaii,652.0,0.0,1.2857142686843872
2020-06-02,hi,Hawaii,653.0,1.0,1.4285714626312256
2020-06-03,hi,Hawaii,653.0,0.0,1.2857142686843872
2020-06-04,hi,Hawaii,655.0,2.0,1.1428571939468384
2020-06-05,hi,Hawaii,664.0,9.0,2.142857074737549
2020-06-06,hi,Hawaii,673.0,9.0,3.142857074737549
2020-06-07,hi,Hawaii,675.0,2.0,3.2857143878936768
2020-06-08,hi,Hawaii,676.0,1.0,3.4285714626312256
2020-06-09,hi,Hawaii,682.0,6.0,4.142857074737549
2020-06-10,hi,Hawaii,685.0,3.0,4.5714287757873535
2020-06-11,hi,Hawaii,692.0,7.0,5.285714149475098
2020-06-12,hi,Hawaii,706.0,14.0,6.0
2020-06-13,hi,Hawaii,723.0,17.0,7.142857074737549
2020-06-14,hi,Hawaii,728.0,5.0,7.5714287757873535
2020-06-15,hi,Hawaii,736.0,8.0,8.571428298950195
2020-06-16,hi,Hawaii,736.0,0.0,7.714285850524902
2020-06-17,hi,Hawaii,744.0,8.0,8.428571701049805
2020-06-18,hi,Hawaii,762.0,18.0,10.0
2020-06-19,hi,Hawaii,789.0,27.0,11.857142448425293
2020-06-20,hi,Hawaii,789.0,0.0,9.428571701049805
2020-06-21,hi,Hawaii,814.0,25.0,12.285714149475098
2020-06-22,hi,Hawaii,816.0,2.0,11.428571701049805
2020-06-23,hi,Hawaii,819.0,3.0,11.857142448425293
2020-06-24,hi,Hawaii,835.0,16.0,13.0
2020-06-25,hi,Hawaii,851.0,16.0,12.714285850524902
2020-06-26,hi,Hawaii,866.0,15.0,11.0
2020-06-27,hi,Hawaii,872.0,6.0,11.857142448425293
2020-06-28,hi,Hawaii,899.0,27.0,12.142857551574707
2020-06-29,hi,Hawaii,900.0,1.0,12.0
2020-06-30,hi,Hawaii,917.0,17.0,14.0
2020-07-01,hi,Hawaii,926.0,9.0,13.0
2020-07-02,hi,Hawaii,946.0,20.0,13.571428298950195
2020-07-03,hi,Hawaii,975.0,29.0,15.571428298950195
2020-07-04,hi,Hawaii,999.0,24.0,18.14285659790039
2020-07-05,hi,Hawaii,1023.0,24.0,17.714284896850586
2020-07-06,hi,Hawaii,1030.0,7.0,18.571428298950195
2020-07-07,hi,Hawaii,1071.0,41.0,22.0
2020-07-08,hi,Hawaii,1094.0,23.0,24.0
2020-07-09,hi,Hawaii,1130.0,36.0,26.285715103149414
2020-07-10,hi,Hawaii,1158.0,28.0,26.14285659790039
2020-07-11,hi,Hawaii,1200.0,42.0,28.714284896850586
2020-07-12,hi,Hawaii,1220.0,20.0,28.14285659790039
2020-07-13,hi,Hawaii,1243.0,23.0,30.428571701049805
2020-07-14,hi,Hawaii,1264.0,21.0,27.571428298950195
2020-07-15,hi,Hawaii,1292.0,28.0,28.285715103149414
2020-07-16,hi,Hawaii,1311.0,19.0,25.85714340209961
2020-07-17,hi,Hawaii,1334.0,23.0,25.14285659790039
2020-07-18,hi,Hawaii,1354.0,20.0,22.0
2020-07-19,hi,Hawaii,1381.0,27.0,23.0
2020-07-20,hi,Hawaii,1393.0,12.0,21.428571701049805
2020-07-21,hi,Hawaii,1418.0,25.0,22.0
2020-07-22,hi,Hawaii,1435.0,17.0,20.428571701049805
2020-07-23,hi,Hawaii,1490.0,55.0,25.571428298950195
2020-07-24,hi,Hawaii,1549.0,59.0,30.714284896850586
2020-07-25,hi,Hawaii,1620.0,71.0,38.0
2020-07-26,hi,Hawaii,1683.0,63.0,43.14285659790039
2020-07-27,hi,Hawaii,1711.0,28.0,45.42856979370117
2020-07-28,hi,Hawaii,1757.0,46.0,48.42856979370117
2020-07-29,hi,Hawaii,1865.0,108.0,61.42856979370117
2020-07-30,hi,Hawaii,1989.0,124.0,71.28571319580078
2020-07-31,hi,Hawaii,2111.0,122.0,80.28571319580078
2020-08-01,hi,Hawaii,2197.0,86.0,82.42857360839844
2020-08-02,hi,Hawaii,2242.0,45.0,79.85713958740234
2020-08-03,hi,Hawaii,2448.0,206.0,105.28571319580078
2020-08-04,hi,Hawaii,2591.0,143.0,119.14286041259766
2020-08-05,hi,Hawaii,2763.0,172.0,128.2857208251953
2020-08-06,hi,Hawaii,2914.0,151.0,132.14285278320312
2020-08-07,hi,Hawaii,3115.0,201.0,143.42857360839844
2020-08-08,hi,Hawaii,3346.0,231.0,164.14285278320312
2020-08-09,hi,Hawaii,3498.0,152.0,179.42857360839844
2020-08-10,hi,Hawaii,3638.0,140.0,170.0
2020-08-11,hi,Hawaii,3756.0,118.0,166.42857360839844
2020-08-12,hi,Hawaii,3958.0,202.0,170.7142791748047
2020-08-13,hi,Hawaii,4312.0,354.0,199.7142791748047
2020-08-14,hi,Hawaii,4543.0,231.0,204.0
2020-08-15,hi,Hawaii,4825.0,282.0,211.2857208251953
2020-08-16,hi,Hawaii,5042.0,217.0,220.57142639160156
2020-08-17,hi,Hawaii,5215.0,173.0,225.2857208251953
2020-08-18,hi,Hawaii,5349.0,134.0,227.57142639160156
2020-08-19,hi,Hawaii,5609.0,260.0,235.85714721679688
2020-08-20,hi,Hawaii,5844.0,235.0,218.85714721679688
2020-08-21,hi,Hawaii,6072.0,228.0,218.42857360839844
2020-08-22,hi,Hawaii,6356.0,284.0,218.7142791748047
2020-08-23,hi,Hawaii,6600.0,244.0,222.57142639160156
2020-08-24,hi,Hawaii,6769.0,169.0,222.0
2020-08-25,hi,Hawaii,6984.0,215.0,233.57142639160156
2020-08-26,hi,Hawaii,7260.0,276.0,235.85714721679688
2020-08-27,hi,Hawaii,7566.0,306.0,246.0
2020-08-28,hi,Hawaii,7830.0,264.0,251.14285278320312
2020-08-29,hi,Hawaii,8139.0,309.0,254.7142791748047
2020-08-30,hi,Hawaii,8339.0,200.0,248.42857360839844
2020-08-31,hi,Hawaii,8472.0,133.0,243.2857208251953
2020-09-01,hi,Hawaii,8653.0,181.0,238.42857360839844
2020-09-02,hi,Hawaii,8991.0,338.0,247.2857208251953
2020-09-03,hi,Hawaii,9202.0,211.0,233.7142791748047
2020-09-04,hi,Hawaii,9473.0,271.0,234.7142791748047
2020-09-05,hi,Hawaii,9693.0,220.0,222.0
2020-09-06,hi,Hawaii,9855.0,162.0,216.57142639160156
2020-09-07,hi,Hawaii,9959.0,104.0,212.42857360839844
2020-09-08,hi,Hawaii,10025.0,66.0,196.0
2020-09-09,hi,Hawaii,10123.0,98.0,161.7142791748047
2020-09-10,hi,Hawaii,10292.0,169.0,155.7142791748047
2020-09-11,hi,Hawaii,10593.0,301.0,160.0
2020-09-12,hi,Hawaii,10722.0,129.0,147.0
2020-09-13,hi,Hawaii,10834.0,112.0,139.85714721679688
2020-09-14,hi,Hawaii,10913.0,79.0,136.2857208251953
2020-09-15,hi,Hawaii,10978.0,65.0,136.14285278320312
2020-09-16,hi,Hawaii,11080.0,102.0,136.7142791748047
2020-09-17,hi,Hawaii,11239.0,159.0,135.2857208251953
2020-09-18,hi,Hawaii,11376.0,137.0,111.85713958740234
2020-09-19,hi,Hawaii,11485.0,109.0,109.0
2020-09-20,hi,Hawaii,11562.0,77.0,104.0
2020-09-21,hi,Hawaii,11618.0,56.0,100.71428680419922
2020-09-22,hi,Hawaii,11681.0,63.0,100.42857360839844
2020-09-23,hi,Hawaii,11848.0,167.0,109.71428680419922
2020-09-24,hi,Hawaii,11938.0,90.0,99.85713958740234
2020-09-25,hi,Hawaii,12078.0,140.0,100.28571319580078
2020-09-26,hi,Hawaii,12205.0,127.0,102.85713958740234
2020-09-27,hi,Hawaii,12303.0,98.0,105.85713958740234
2020-09-28,hi,Hawaii,12390.0,87.0,110.28571319580078
2020-09-29,hi,Hawaii,12477.0,87.0,113.71428680419922
2020-09-30,hi,Hawaii,12597.0,120.0,107.0
2020-10-01,hi,Hawaii,12702.0,105.0,109.14286041259766
2020-10-02,hi,Hawaii,12788.0,86.0,101.42857360839844
2020-10-03,hi,Hawaii,12921.0,133.0,102.28571319580078
2020-10-04,hi,Hawaii,12991.0,70.0,98.28571319580078
2020-10-05,hi,Hawaii,13041.0,50.0,93.0
2020-10-06,hi,Hawaii,13124.0,83.0,92.42857360839844
2020-10-07,hi,Hawaii,13232.0,108.0,90.71428680419922
2020-10-08,hi,Hawaii,13333.0,101.0,90.14286041259766
2020-10-09,hi,Hawaii,13494.0,161.0,100.85713958740234
2020-10-10,hi,Hawaii,13565.0,71.0,92.0
2020-10-11,hi,Hawaii,13666.0,101.0,96.42857360839844
2020-10-12,hi,Hawaii,13708.0,42.0,95.28571319580078
2020-10-13,hi,Hawaii,13769.0,61.0,92.14286041259766
2020-10-14,hi,Hawaii,13868.0,99.0,90.85713958740234
2020-10-15,hi,Hawaii,13958.0,90.0,89.28571319580078
2020-10-16,hi,Hawaii,14047.0,89.0,79.0
2020-10-17,hi,Hawaii,14143.0,96.0,82.57142639160156
2020-10-18,hi,Hawaii,14225.0,82.0,79.85713958740234
2020-10-19,hi,Hawaii,14262.0,37.0,79.14286041259766
2020-10-20,hi,Hawaii,14350.0,88.0,83.0
2020-10-21,hi,Hawaii,14427.0,77.0,79.85713958740234
2020-10-22,hi,Hawaii,14529.0,102.0,81.57142639160156
2020-10-23,hi,Hawaii,14669.0,140.0,88.85713958740234
2020-10-24,hi,Hawaii,14758.0,89.0,87.85713958740234
2020-10-25,hi,Hawaii,14877.0,119.0,93.14286041259766
2020-10-26,hi,Hawaii,14914.0,37.0,93.14286041259766
2020-10-27,hi,Hawaii,14978.0,64.0,89.71428680419922
2020-10-28,hi,Hawaii,15039.0,61.0,87.42857360839844
2020-10-29,hi,Hawaii,15116.0,77.0,83.85713958740234
2020-10-30,hi,Hawaii,15216.0,100.0,78.14286041259766
2020-10-31,hi,Hawaii,15284.0,68.0,75.14286041259766
2020-11-01,hi,Hawaii,15367.0,83.0,70.0
2020-11-02,hi,Hawaii,15444.0,77.0,75.71428680419922
2020-11-03,hi,Hawaii,15531.0,87.0,79.0
