week_id,epiweek,week_end_date,week_idx,state_id,state_code,state_name,weekly_confirmed_influenza_hospital_admissions,is_observed,is_imputed,imputation_source
139,2024W40,2024-10-05,39,12,id,Idaho,0.0,1,0,observed
140,2024W41,2024-10-12,40,12,id,Idaho,3.0,1,0,observed
141,2024W42,2024-10-19,41,12,id,Idaho,6.0,1,0,observed
142,2024W43,2024-10-26,42,12,id,Idaho,1.0,1,0,observed
143,2024W44,2024-11-02,43,12,id,Idaho,6.0,1,0,observed
144,2024W45,2024-11-09,44,12,id,Idaho,8.0,1,0,observed
145,2024W46,2024-11-16,45,12,id,Idaho,12.0,1,0,observed
146,2024W47,2024-11-23,46,12,id,Idaho,32.0,1,0,observed
147,2024W48,2024-11-30,47,12,id,Idaho,63.0,1,0,observed
148,2024W49,2024-12-07,48,12,id,Idaho,78.0,1,0,observed
149,2024W50,2024-12-14,49,12,id,Idaho,110.0,1,0,observed
150,2024W51,2024-12-21,50,12,id,Idaho,188.0,1,0,observed
151,2024W52,2024-12-28,51,12,id,Idaho,333.0,1,0,observed
152,2025W01,2025-01-04,0,12,id,Idaho,252.0,1,0,observed
153,2025W02,2025-01-11,1,12,id,Idaho,136.0,1,0,observed
154,2025W03,2025-01-18,2,12,id,Idaho,125.0,1,0,observed
155,2025W04,2025-01-25,3,12,id,Idaho,105.0,1,0,observed
156,2025W05,2025-02-01,4,12,id,Idaho,162.0,1,0,observed
157,2025W06,2025-02-08,5,12,id,Idaho,175.0,1,0,observed
158,2025W07,2025-02-15,6,12,id,Idaho,152.0,1,0,observed
159,2025W08,2025-02-22,7,12,id,Idaho,152.0,1,0,observed
160,2025W09,2025-03-01,8,12,id,Idaho,124.0,1,0,observed
161,2025W10,2025-03-08,9,12,id,Idaho,95.0,1,0,observed
162,2025W11,2025-03-15,10,12,id,Idaho,99.0,1,0,observed
163,2025W12,2025-03-22,11,12,id,Idaho,83.0,1,0,observed
164,2025W13,2025-03-29,12,12,id,Idaho,50.0,1,0,observed
165,2025W14,2025-04-05,13,12,id,Idaho,27.0,1,0,observed
166,2025W15,2025-04-12,14,12,id,Idaho,27.0,1,0,observed
167,2025W16,2025-04-19,15,12,id,Idaho,13.0,1,0,observed
168,2025W17,2025-04-26,16,12,id,Idaho,21.0,1,0,observed
169,2025W18,2025-05-03,17,12,id,Idaho,16.0,1,0,observed
170,2025W19,2025-05-10,18,12,id,Idaho,11.0,1,0,observed
171,2025W20,2025-05-17,19,12,id,Idaho,11.0,1,0,observed
172,2025W21,2025-05-24,20,12,id,Idaho,11.0,1,0,observed
173,2025W22,2025-05-31,21,12,id,Idaho,5.0,1,0,observed
174,2025W23,2025-06-07,22,12,id,Idaho,7.0,1,0,observed
175,2025W24,2025-06-14,23,12,id,Idaho,9.0,1,0,observed
176,2025W25,2025-06-21,24,12,id,Idaho,7.0,1,0,observed
177,2025W26,2025-06-28,25,12,id,Idaho,1.0,1,0,observed
178,2025W27,2025-07-05,26,12,id,Idaho,5.0,1,0,observed
179,2025W28,2025-07-12,27,12,id,Idaho,4.0,1,0,observed
180,2025W29,2025-07-19,28,12,id,Idaho,2.0,1,0,observed
181,2025W30,2025-07-26,29,12,id,Idaho,2.0,1,0,observed
182,2025W31,2025-08-02,30,12,id,Idaho,2.0,1,0,observed
183,2025W32,2025-08-09,31,12,id,Idaho,2.0,1,0,observed
184,2025W33,2025-08-16,32,12,id,Idaho,1.0,1,0,observed
185,2025W34,2025-08-23,33,12,id,Idaho,1.0,1,0,observed
186,2025W35,2025-08-30,34,12,id,Idaho,3.0,1,0,observed
187,2025W36,2025-09-06,35,12,id,Idaho,0.0,1,0,observed
188,2025W37,2025-09-13,36,12,id,Idaho,3.0,1,0,observed
189,2025W38,2025-09-20,37,12,id,Idaho,1.0,1,0,observed
190,2025W39,2025-09-27,38,12,id,Idaho,0.0,1,0,observed
191,2025W40,2025-10-04,39,12,id,Idaho,2.0,1,0,observed
192,2025W41,2025-10-11,40,12,id,Idaho,1.0,1,0,observed
193,2025W42,2025-10-18,41,12,id,Idaho,4.0,1,0,observed
194,2025W43,2025-10-25,42,12,id,Idaho,4.0,1,0,observed
195,2025W44,2025-11-01,43,12,id,Idaho,8.0,1,0,observed
196,2025W45,2025-11-08,44,12,id,Idaho,20.0,1,0,observed
197,2025W46,2025-11-15,45,12,id,Idaho,11.0,1,0,observed
198,2025W47,2025-11-22,46,12,id,Idaho,27.0,1,0,observed
199,2025W48,2025-11-29,47,12,id,Idaho,29.0,1,0,observed
200,2025W49,2025-12-06,48,12,id,Idaho,45.0,1,0,observed
201,2025W50,2025-12-13,49,12,id,Idaho,35.0,1,0,observed
202,2025W51,2025-12-20,50,12,id,Idaho,102.0,1,0,observed
203,2025W52,2025-12-27,51,12,id,Idaho,152.0,1,0,observed
204,2026W01,2026-01-03,0,12,id,Idaho,235.0,1,0,observed
205,2026W02,2026-01-10,1,12,id,Idaho,157.0,1,0,observed
206,2026W03,2026-01-17,2,12,id,Idaho,120.0,1,0,observed
207,2026W04,2026-01-24,3,12,id,Idaho,97.0,1,0,observed
208,2026W05,2026-01-31,4,12,id,Idaho,101.0,1,0,observed
209,2026W06,2026-02-07,5,12,id,Idaho,107.0,1,0,observed
210,2026W07,2026-02-14,6,12,id,Idaho,115.0,1,0,observed
211,2026W08,2026-02-21,7,12,id,Idaho,119.0,1,0,observed
212,2026W09,2026-02-28,8,12,id,Idaho,106.0,1,0,observed
213,2026W10,2026-03-07,9,12,id,Idaho,68.0,1,0,observed
214,2026W11,2026-03-14,10,12,id,Idaho,75.0,1,0,observed
215,2026W12,2026-03-21,11,12,id,Idaho,50.0,1,0,observed
216,2026W13,2026-03-28,12,12,id,Idaho,43.0,1,0,observed
217,2026W14,2026-04-04,13,12,id,Idaho,26.0,1,0,observed
218,2026W15,2026-04-11,14,12,id,Idaho,12.0,1,0,observed
219,2026W16,2026-04-18,15,12,id,Idaho,7.0,1,0,observed
0,2022W05,2022-02-05,4,13,il,Illinois,10.0,1,0,observed
1,2022W06,2022-02-12,5,13,il,Illinois,8.0,1,0,observed
2,2022W07,2022-02-19,6,13,il,Illinois,22.0,1,0,observed
3,2022W08,2022-02-26,7,13,il,Illinois,26.0,1,0,observed
4,2022W09,2022-03-05,8,13,il,Illinois,21.0,1,0,observed
5,2022W10,2022-03-12,9,13,il,Illinois,34.0,1,0,observed
6,2022W11,2022-03-19,10,13,il,Illinois,58.0,1,0,observed
7,2022W12,2022-03-26,11,13,il,Illinois,114.0,1,0,observed
8,2022W13,2022-04-02,12,13,il,Illinois,88.0,1,0,observed
9,2022W14,2022-04-09,13,13,il,Illinois,105.0,1,0,observed
10,2022W15,2022-04-16,14,13,il,Illinois,79.0,1,0,observed
11,2022W16,2022-04-23,15,13,il,Illinois,106.0,1,0,observed
12,2022W17,2022-04-30,16,13,il,Illinois,97.0,1,0,observed
13,2022W18,2022-05-07,17,13,il,Illinois,108.0,1,0,observed
14,2022W19,2022-05-14,18,13,il,Illinois,123.0,1,0,observed
15,2022W20,2022-05-21,19,13,il,Illinois,98.0,1,0,observed
16,2022W21,2022-05-28,20,13,il,Illinois,49.0,1,0,observed
17,2022W22,2022-06-04,21,13,il,Illinois,41.0,1,0,observed
18,2022W23,2022-06-11,22,13,il,Illinois,16.0,1,0,observed
19,2022W24,2022-06-18,23,13,il,Illinois,23.0,1,0,observed
20,2022W25,2022-06-25,24,13,il,Illinois,19.0,1,0,observed
21,2022W26,2022-07-02,25,13,il,Illinois,7.0,1,0,observed
22,2022W27,2022-07-09,26,13,il,Illinois,10.0,1,0,observed
23,2022W28,2022-07-16,27,13,il,Illinois,11.0,1,0,observed
24,2022W29,2022-07-23,28,13,il,Illinois,4.0,1,0,observed
25,2022W30,2022-07-30,29,13,il,Illinois,9.0,1,0,observed
26,2022W31,2022-08-06,30,13,il,Illinois,13.0,1,0,observed
27,2022W32,2022-08-13,31,13,il,Illinois,11.0,1,0,observed
28,2022W33,2022-08-20,32,13,il,Illinois,12.0,1,0,observed
29,2022W34,2022-08-27,33,13,il,Illinois,16.0,1,0,observed
30,2022W35,2022-09-03,34,13,il,Illinois,10.0,1,0,observed
31,2022W36,2022-09-10,35,13,il,Illinois,5.0,1,0,observed
32,2022W37,2022-09-17,36,13,il,Illinois,4.0,1,0,observed
33,2022W38,2022-09-24,37,13,il,Illinois,15.0,1,0,observed
34,2022W39,2022-10-01,38,13,il,Illinois,10.0,1,0,observed
35,2022W40,2022-10-08,39,13,il,Illinois,12.0,1,0,observed
36,2022W41,2022-10-15,40,13,il,Illinois,28.0,1,0,observed
37,2022W42,2022-10-22,41,13,il,Illinois,39.0,1,0,observed
38,2022W43,2022-10-29,42,13,il,Illinois,106.0,1,0,observed
39,2022W44,2022-11-05,43,13,il,Illinois,155.0,1,0,observed
40,2022W45,2022-11-12,44,13,il,Illinois,256.0,1,0,observed
41,2022W46,2022-11-19,45,13,il,Illinois,386.0,1,0,observed
42,2022W47,2022-11-26,46,13,il,Illinois,801.0,1,0,observed
43,2022W48,2022-12-03,47,13,il,Illinois,1102.0,1,0,observed
44,2022W49,2022-12-10,48,13,il,Illinois,956.0,1,0,observed
45,2022W50,2022-12-17,49,13,il,Illinois,733.0,1,0,observed
46,2022W51,2022-12-24,50,13,il,Illinois,578.0,1,0,observed
47,2022W52,2022-12-31,51,13,il,Illinois,555.0,1,0,observed
48,2023W01,2023-01-07,0,13,il,Illinois,433.0,1,0,observed
49,2023W02,2023-01-14,1,13,il,Illinois,173.0,1,0,observed
50,2023W03,2023-01-21,2,13,il,Illinois,68.0,1,0,observed
51,2023W04,2023-01-28,3,13,il,Illinois,73.0,1,0,observed
52,2023W05,2023-02-04,4,13,il,Illinois,28.0,1,0,observed
53,2023W06,2023-02-11,5,13,il,Illinois,31.0,1,0,observed
54,2023W07,2023-02-18,6,13,il,Illinois,28.0,1,0,observed
55,2023W08,2023-02-25,7,13,il,Illinois,31.0,1,0,observed
56,2023W09,2023-03-04,8,13,il,Illinois,24.0,1,0,observed
57,2023W10,2023-03-11,9,13,il,Illinois,16.0,1,0,observed
58,2023W11,2023-03-18,10,13,il,Illinois,12.0,1,0,observed
59,2023W12,2023-03-25,11,13,il,Illinois,30.0,1,0,observed
60,2023W13,2023-04-01,12,13,il,Illinois,37.0,1,0,observed
61,2023W14,2023-04-08,13,13,il,Illinois,25.0,1,0,observed
62,2023W15,2023-04-15,14,13,il,Illinois,37.0,1,0,observed
63,2023W16,2023-04-22,15,13,il,Illinois,25.0,1,0,observed
64,2023W17,2023-04-29,16,13,il,Illinois,19.0,1,0,observed
65,2023W18,2023-05-06,17,13,il,Illinois,24.0,1,0,observed
66,2023W19,2023-05-13,18,13,il,Illinois,30.0,1,0,observed
67,2023W20,2023-05-20,19,13,il,Illinois,25.0,1,0,observed
68,2023W21,2023-05-27,20,13,il,Illinois,37.0,1,0,observed
69,2023W22,2023-06-03,21,13,il,Illinois,22.0,1,0,observed
70,2023W23,2023-06-10,22,13,il,Illinois,21.0,1,0,observed
71,2023W24,2023-06-17,23,13,il,Illinois,20.0,1,0,observed
72,2023W25,2023-06-24,24,13,il,Illinois,13.0,1,0,observed
73,2023W26,2023-07-01,25,13,il,Illinois,8.0,1,0,observed
74,2023W27,2023-07-08,26,13,il,Illinois,11.0,1,0,observed
75,2023W28,2023-07-15,27,13,il,Illinois,10.0,1,0,observed
76,2023W29,2023-07-22,28,13,il,Illinois,12.0,1,0,observed
77,2023W30,2023-07-29,29,13,il,Illinois,10.0,1,0,observed
78,2023W31,2023-08-05,30,13,il,Illinois,12.0,1,0,observed
79,2023W32,2023-08-12,31,13,il,Illinois,13.0,1,0,observed
80,2023W33,2023-08-19,32,13,il,Illinois,9.0,1,0,observed
81,2023W34,2023-08-26,33,13,il,Illinois,12.0,1,0,observed
82,2023W35,2023-09-02,34,13,il,Illinois,9.0,1,0,observed
83,2023W36,2023-09-09,35,13,il,Illinois,15.0,1,0,observed
84,2023W37,2023-09-16,36,13,il,Illinois,18.0,1,0,observed
85,2023W38,2023-09-23,37,13,il,Illinois,20.0,1,0,observed
86,2023W39,2023-09-30,38,13,il,Illinois,18.0,1,0,observed
87,2023W40,2023-10-07,39,13,il,Illinois,21.0,1,0,observed
88,2023W41,2023-10-14,40,13,il,Illinois,18.0,1,0,observed
89,2023W42,2023-10-21,41,13,il,Illinois,27.0,1,0,observed
90,2023W43,2023-10-28,42,13,il,Illinois,21.0,1,0,observed
91,2023W44,2023-11-04,43,13,il,Illinois,34.0,1,0,observed
92,2023W45,2023-11-11,44,13,il,Illinois,54.0,1,0,observed
93,2023W46,2023-11-18,45,13,il,Illinois,71.0,1,0,observed
94,2023W47,2023-11-25,46,13,il,Illinois,102.0,1,0,observed
95,2023W48,2023-12-02,47,13,il,Illinois,165.0,1,0,observed
96,2023W49,2023-12-09,48,13,il,Illinois,205.0,1,0,observed
97,2023W50,2023-12-16,49,13,il,Illinois,253.0,1,0,observed
98,2023W51,2023-12-23,50,13,il,Illinois,464.0,1,0,observed
99,2023W52,2023-12-30,51,13,il,Illinois,576.0,1,0,observed
100,2024W01,2024-01-06,0,13,il,Illinois,511.0,1,0,observed
101,2024W02,2024-01-13,1,13,il,Illinois,380.0,1,0,observed
102,2024W03,2024-01-20,2,13,il,Illinois,335.0,1,0,observed
103,2024W04,2024-01-27,3,13,il,Illinois,275.0,1,0,observed
104,2024W05,2024-02-03,4,13,il,Illinois,272.0,1,0,observed
105,2024W06,2024-02-10,5,13,il,Illinois,250.0,1,0,observed
106,2024W07,2024-02-17,6,13,il,Illinois,262.0,1,0,observed
107,2024W08,2024-02-24,7,13,il,Illinois,318.0,1,0,observed
108,2024W09,2024-03-02,8,13,il,Illinois,331.0,1,0,observed
109,2024W10,2024-03-09,9,13,il,Illinois,267.0,1,0,observed
110,2024W11,2024-03-16,10,13,il,Illinois,250.0,1,0,observed
111,2024W12,2024-03-23,11,13,il,Illinois,212.0,1,0,observed
112,2024W13,2024-03-30,12,13,il,Illinois,201.0,1,0,observed
113,2024W14,2024-04-06,13,13,il,Illinois,182.0,1,0,observed
114,2024W15,2024-04-13,14,13,il,Illinois,186.0,1,0,observed
115,2024W16,2024-04-20,15,13,il,Illinois,122.0,1,0,observed
116,2024W17,2024-04-27,16,13,il,Illinois,88.0,1,0,observed
117,2024W18,2024-05-04,17,13,il,Illinois,43.0,1,0,observed
118,2024W19,2024-05-11,18,13,il,Illinois,13.0,1,0,observed
119,2024W20,2024-05-18,19,13,il,Illinois,10.0,1,0,observed
120,2024W21,2024-05-25,20,13,il,Illinois,9.0,1,0,observed
121,2024W22,2024-06-01,21,13,il,Illinois,9.0,1,0,observed
122,2024W23,2024-06-08,22,13,il,Illinois,8.0,1,0,observed
123,2024W24,2024-06-15,23,13,il,Illinois,9.0,1,0,observed
124,2024W25,2024-06-22,24,13,il,Illinois,6.0,1,0,observed
125,2024W26,2024-06-29,25,13,il,Illinois,6.0,1,0,observed
126,2024W27,2024-07-06,26,13,il,Illinois,8.0,1,0,observed
127,2024W28,2024-07-13,27,13,il,Illinois,5.0,1,0,observed
128,2024W29,2024-07-20,28,13,il,Illinois,4.0,1,0,observed
129,2024W30,2024-07-27,29,13,il,Illinois,3.0,1,0,observed
130,2024W31,2024-08-03,30,13,il,Illinois,4.0,1,0,observed
131,2024W32,2024-08-10,31,13,il,Illinois,6.0,1,0,observed
132,2024W33,2024-08-17,32,13,il,Illinois,1.0,1,0,observed
133,2024W34,2024-08-24,33,13,il,Illinois,3.0,1,0,observed
134,2024W35,2024-08-31,34,13,il,Illinois,3.0,1,0,observed
135,2024W36,2024-09-07,35,13,il,Illinois,1.0,1,0,observed
136,2024W37,2024-09-14,36,13,il,Illinois,6.0,1,0,observed
137,2024W38,2024-09-21,37,13,il,Illinois,7.0,1,0,observed
138,2024W39,2024-09-28,38,13,il,Illinois,4.0,1,0,observed
139,2024W40,2024-10-05,39,13,il,Illinois,2.0,1,0,observed
140,2024W41,2024-10-12,40,13,il,Illinois,1.0,1,0,observed
141,2024W42,2024-10-19,41,13,il,Illinois,5.0,1,0,observed
142,2024W43,2024-10-26,42,13,il,Illinois,12.0,1,0,observed
143,2024W44,2024-11-02,43,13,il,Illinois,27.0,1,0,observed
144,2024W45,2024-11-09,44,13,il,Illinois,36.0,1,0,observed
145,2024W46,2024-11-16,45,13,il,Illinois,34.0,1,0,observed
146,2024W47,2024-11-23,46,13,il,Illinois,86.0,1,0,observed
147,2024W48,2024-11-30,47,13,il,Illinois,83.0,1,0,observed
148,2024W49,2024-12-07,48,13,il,Illinois,107.0,1,0,observed
149,2024W50,2024-12-14,49,13,il,Illinois,242.0,1,0,observed
150,2024W51,2024-12-21,50,13,il,Illinois,489.0,1,0,observed
151,2024W52,2024-12-28,51,13,il,Illinois,1143.0,1,0,observed
152,2025W01,2025-01-04,0,13,il,Illinois,1595.0,1,0,observed
153,2025W02,2025-01-11,1,13,il,Illinois,1410.0,1,0,observed
154,2025W03,2025-01-18,2,13,il,Illinois,1383.0,1,0,observed
155,2025W04,2025-01-25,3,13,il,Illinois,1728.0,1,0,observed
156,2025W05,2025-02-01,4,13,il,Illinois,2146.0,1,0,observed
157,2025W06,2025-02-08,5,13,il,Illinois,2369.0,1,0,observed
158,2025W07,2025-02-15,6,13,il,Illinois,2064.0,1,0,observed
159,2025W08,2025-02-22,7,13,il,Illinois,1706.0,1,0,observed
160,2025W09,2025-03-01,8,13,il,Illinois,1311.0,1,0,observed
161,2025W10,2025-03-08,9,13,il,Illinois,960.0,1,0,observed
162,2025W11,2025-03-15,10,13,il,Illinois,718.0,1,0,observed
163,2025W12,2025-03-22,11,13,il,Illinois,509.0,1,0,observed
164,2025W13,2025-03-29,12,13,il,Illinois,355.0,1,0,observed
165,2025W14,2025-04-05,13,13,il,Illinois,297.0,1,0,observed
166,2025W15,2025-04-12,14,13,il,Illinois,156.0,1,0,observed
167,2025W16,2025-04-19,15,13,il,Illinois,156.0,1,0,observed
168,2025W17,2025-04-26,16,13,il,Illinois,124.0,1,0,observed
169,2025W18,2025-05-03,17,13,il,Illinois,81.0,1,0,observed
170,2025W19,2025-05-10,18,13,il,Illinois,58.0,1,0,observed
171,2025W20,2025-05-17,19,13,il,Illinois,52.0,1,0,observed
172,2025W21,2025-05-24,20,13,il,Illinois,74.0,1,0,observed
173,2025W22,2025-05-31,21,13,il,Illinois,56.0,1,0,observed
174,2025W23,2025-06-07,22,13,il,Illinois,28.0,1,0,observed
175,2025W24,2025-06-14,23,13,il,Illinois,24.0,1,0,observed
176,2025W25,2025-06-21,24,13,il,Illinois,23.0,1,0,observed
177,2025W26,2025-06-28,25,13,il,Illinois,33.0,1,0,observed
178,2025W27,2025-07-05,26,13,il,Illinois,42.0,1,0,observed
179,2025W28,2025-07-12,27,13,il,Illinois,30.0,1,0,observed
180,2025W29,2025-07-19,28,13,il,Illinois,11.0,1,0,observed
181,2025W30,2025-07-26,29,13,il,Illinois,7.0,1,0,observed
182,2025W31,2025-08-02,30,13,il,Illinois,14.0,1,0,observed
183,2025W32,2025-08-09,31,13,il,Illinois,11.0,1,0,observed
184,2025W33,2025-08-16,32,13,il,Illinois,16.0,1,0,observed
185,2025W34,2025-08-23,33,13,il,Illinois,11.0,1,0,observed
186,2025W35,2025-08-30,34,13,il,Illinois,7.0,1,0,observed
187,2025W36,2025-09-06,35,13,il,Illinois,5.0,1,0,observed
188,2025W37,2025-09-13,36,13,il,Illinois,12.0,1,0,observed
189,2025W38,2025-09-20,37,13,il,Illinois,9.0,1,0,observed
190,2025W39,2025-09-27,38,13,il,Illinois,7.0,1,0,observed
191,2025W40,2025-10-04,39,13,il,Illinois,14.0,1,0,observed
192,2025W41,2025-10-11,40,13,il,Illinois,15.0,1,0,observed
193,2025W42,2025-10-18,41,13,il,Illinois,27.0,1,0,observed
194,2025W43,2025-10-25,42,13,il,Illinois,21.0,1,0,observed
195,2025W44,2025-11-01,43,13,il,Illinois,38.0,1,0,observed
196,2025W45,2025-11-08,44,13,il,Illinois,29.0,1,0,observed
197,2025W46,2025-11-15,45,13,il,Illinois,47.0,1,0,observed
198,2025W47,2025-11-22,46,13,il,Illinois,87.0,1,0,observed
199,2025W48,2025-11-29,47,13,il,Illinois,132.0,1,0,observed
200,2025W49,2025-12-06,48,13,il,Illinois,200.0,1,0,observed
201,2025W50,2025-12-13,49,13,il,Illinois,264.0,1,0,observed
202,2025W51,2025-12-20,50,13,il,Illinois,611.0,1,0,observed
203,2025W52,2025-12-27,51,13,il,Illinois,1491.0,1,0,observed
204,2026W01,2026-01-03,0,13,il,Illinois,1741.0,1,0,observed
205,2026W02,2026-01-10,1,13,il,Illinois,1193.0,1,0,observed
206,2026W03,2026-01-17,2,13,il,Illinois,751.0,1,0,observed
207,2026W04,2026-01-24,3,13,il,Illinois,642.0,1,0,observed
208,2026W05,2026-01-31,4,13,il,Illinois,549.0,1,0,observed
209,2026W06,2026-02-07,5,13,il,Illinois,530.0,1,0,observed
210,2026W07,2026-02-14,6,13,il,Illinois,555.0,1,0,observed
211,2026W08,2026-02-21,7,13,il,Illinois,577.0,1,0,observed
212,2026W09,2026-02-28,8,13,il,Illinois,354.0,1,0,observed
213,2026W10,2026-03-07,9,13,il,Illinois,381.0,1,0,observed
214,2026W11,2026-03-14,10,13,il,Illinois,239.0,1,0,observed
215,2026W12,2026-03-21,11,13,il,Illinois,183.0,1,0,observed
216,2026W13,2026-03-28,12,13,il,Illinois,54.0,1,0,observed
217,2026W14,2026-04-04,13,13,il,Illinois,69.0,1,0,observed
218,2026W15,2026-04-11,14,13,il,Illinois,39.0,1,0,observed
219,2026W16,2026-04-18,15,13,il,Illinois,82.0,1,0,observed
0,2022W05,2022-02-05,4,14,in,Indiana,33.0,1,0,observed
1,2022W06,2022-02-12,5,14,in,Indiana,31.0,1,0,observed
2,2022W07,2022-02-19,6,14,in,Indiana,53.0,1,0,observed
3,2022W08,2022-02-26,7,14,in,Indiana,42.0,1,0,observed
4,2022W09,2022-03-05,8,14,in,Indiana,59.0,1,0,observed
5,2022W10,2022-03-12,9,14,in,Indiana,108.0,1,0,observed
6,2022W11,2022-03-19,10,14,in,Indiana,119.0,1,0,observed
7,2022W12,2022-03-26,11,14,in,Indiana,125.0,1,0,observed
8,2022W13,2022-04-02,12,14,in,Indiana,115.0,1,0,observed
9,2022W14,2022-04-09,13,14,in,Indiana,109.0,1,0,observed
10,2022W15,2022-04-16,14,14,in,Indiana,93.0,1,0,observed
11,2022W16,2022-04-23,15,14,in,Indiana,64.0,1,0,observed
12,2022W17,2022-04-30,16,14,in,Indiana,72.0,1,0,observed
13,2022W18,2022-05-07,17,14,in,Indiana,49.0,1,0,observed
14,2022W19,2022-05-14,18,14,in,Indiana,35.0,1,0,observed
15,2022W20,2022-05-21,19,14,in,Indiana,45.0,1,0,observed
16,2022W21,2022-05-28,20,14,in,Indiana,31.0,1,0,observed
17,2022W22,2022-06-04,21,14,in,Indiana,27.0,1,0,observed
18,2022W23,2022-06-11,22,14,in,Indiana,8.0,1,0,observed
19,2022W24,2022-06-18,23,14,in,Indiana,18.0,1,0,observed
20,2022W25,2022-06-25,24,14,in,Indiana,17.0,1,0,observed
21,2022W26,2022-07-02,25,14,in,Indiana,12.0,1,0,observed
22,2022W27,2022-07-09,26,14,in,Indiana,8.0,1,0,observed
23,2022W28,2022-07-16,27,14,in,Indiana,9.0,1,0,observed
24,2022W29,2022-07-23,28,14,in,Indiana,7.0,1,0,observed
25,2022W30,2022-07-30,29,14,in,Indiana,10.0,1,0,observed
26,2022W31,2022-08-06,30,14,in,Indiana,10.0,1,0,observed
27,2022W32,2022-08-13,31,14,in,Indiana,4.0,1,0,observed
28,2022W33,2022-08-20,32,14,in,Indiana,11.0,1,0,observed
29,2022W34,2022-08-27,33,14,in,Indiana,15.0,1,0,observed
30,2022W35,2022-09-03,34,14,in,Indiana,18.0,1,0,observed
31,2022W36,2022-09-10,35,14,in,Indiana,26.0,1,0,observed
32,2022W37,2022-09-17,36,14,in,Indiana,26.0,1,0,observed
33,2022W38,2022-09-24,37,14,in,Indiana,32.0,1,0,observed
34,2022W39,2022-10-01,38,14,in,Indiana,38.0,1,0,observed
35,2022W40,2022-10-08,39,14,in,Indiana,46.0,1,0,observed
36,2022W41,2022-10-15,40,14,in,Indiana,54.0,1,0,observed
37,2022W42,2022-10-22,41,14,in,Indiana,69.0,1,0,observed
38,2022W43,2022-10-29,42,14,in,Indiana,103.0,1,0,observed
39,2022W44,2022-11-05,43,14,in,Indiana,141.0,1,0,observed
40,2022W45,2022-11-12,44,14,in,Indiana,136.0,1,0,observed
41,2022W46,2022-11-19,45,14,in,Indiana,235.0,1,0,observed
42,2022W47,2022-11-26,46,14,in,Indiana,457.0,1,0,observed
43,2022W48,2022-12-03,47,14,in,Indiana,831.0,1,0,observed
44,2022W49,2022-12-10,48,14,in,Indiana,843.0,1,0,observed
45,2022W50,2022-12-17,49,14,in,Indiana,731.0,1,0,observed
46,2022W51,2022-12-24,50,14,in,Indiana,615.0,1,0,observed
47,2022W52,2022-12-31,51,14,in,Indiana,566.0,1,0,observed
48,2023W01,2023-01-07,0,14,in,Indiana,361.0,1,0,observed
49,2023W02,2023-01-14,1,14,in,Indiana,173.0,1,0,observed
50,2023W03,2023-01-21,2,14,in,Indiana,100.0,1,0,observed
51,2023W04,2023-01-28,3,14,in,Indiana,71.0,1,0,observed
52,2023W05,2023-02-04,4,14,in,Indiana,41.0,1,0,observed
53,2023W06,2023-02-11,5,14,in,Indiana,41.0,1,0,observed
54,2023W07,2023-02-18,6,14,in,Indiana,33.0,1,0,observed
55,2023W08,2023-02-25,7,14,in,Indiana,42.0,1,0,observed
56,2023W09,2023-03-04,8,14,in,Indiana,45.0,1,0,observed
57,2023W10,2023-03-11,9,14,in,Indiana,32.0,1,0,observed
58,2023W11,2023-03-18,10,14,in,Indiana,35.0,1,0,observed
59,2023W12,2023-03-25,11,14,in,Indiana,21.0,1,0,observed
60,2023W13,2023-04-01,12,14,in,Indiana,39.0,1,0,observed
61,2023W14,2023-04-08,13,14,in,Indiana,18.0,1,0,observed
62,2023W15,2023-04-15,14,14,in,Indiana,17.0,1,0,observed
63,2023W16,2023-04-22,15,14,in,Indiana,10.0,1,0,observed
64,2023W17,2023-04-29,16,14,in,Indiana,18.0,1,0,observed
65,2023W18,2023-05-06,17,14,in,Indiana,21.0,1,0,observed
66,2023W19,2023-05-13,18,14,in,Indiana,18.0,1,0,observed
67,2023W20,2023-05-20,19,14,in,Indiana,19.0,1,0,observed
68,2023W21,2023-05-27,20,14,in,Indiana,16.0,1,0,observed
69,2023W22,2023-06-03,21,14,in,Indiana,15.0,1,0,observed
70,2023W23,2023-06-10,22,14,in,Indiana,13.0,1,0,observed
71,2023W24,2023-06-17,23,14,in,Indiana,13.0,1,0,observed
72,2023W25,2023-06-24,24,14,in,Indiana,5.0,1,0,observed
73,2023W26,2023-07-01,25,14,in,Indiana,9.0,1,0,observed
74,2023W27,2023-07-08,26,14,in,Indiana,2.0,1,0,observed
75,2023W28,2023-07-15,27,14,in,Indiana,2.0,1,0,observed
76,2023W29,2023-07-22,28,14,in,Indiana,4.0,1,0,observed
77,2023W30,2023-07-29,29,14,in,Indiana,4.0,1,0,observed
78,2023W31,2023-08-05,30,14,in,Indiana,7.0,1,0,observed
79,2023W32,2023-08-12,31,14,in,Indiana,9.0,1,0,observed
80,2023W33,2023-08-19,32,14,in,Indiana,3.0,1,0,observed
81,2023W34,2023-08-26,33,14,in,Indiana,11.0,1,0,observed
82,2023W35,2023-09-02,34,14,in,Indiana,6.0,1,0,observed
83,2023W36,2023-09-09,35,14,in,Indiana,5.0,1,0,observed
84,2023W37,2023-09-16,36,14,in,Indiana,9.0,1,0,observed
